"ltla21_code","total_residents","sexual_orientation","n","prop"
"E08000018",215573,"Straight or Heterosexual",197506,"0.916190803"
"E08000018",215573,"Gay or Lesbian",2638,"0.012237154"
"E08000018",215573,"Bisexual",1900,"0.008813720"
"E08000018",215573,"All other sexual orientations",522,"0.002421454"
"E08000018",215573,"Not answered",13007,"0.060336870"
"E08000019",456250,"Straight or Heterosexual",401537,"0.880081096"
"E08000019",456250,"Gay or Lesbian",7395,"0.016208219"
"E08000019",456250,"Bisexual",9018,"0.019765479"
"E08000019",456250,"All other sexual orientations",2411,"0.005284384"
"E08000019",456250,"Not answered",35889,"0.078660822"
"E08000021",248450,"Straight or Heterosexual",217008,"0.873447374"
"E08000021",248450,"Gay or Lesbian",5497,"0.022125176"
"E08000021",248450,"Bisexual",5725,"0.023042866"
"E08000021",248450,"All other sexual orientations",1334,"0.005369290"
"E08000021",248450,"Not answered",18886,"0.076015295"
"E08000022",171512,"Straight or Heterosexual",157223,"0.916688045"
"E08000022",171512,"Gay or Lesbian",2925,"0.017054200"
"E08000022",171512,"Bisexual",1992,"0.011614348"
"E08000022",171512,"All other sexual orientations",404,"0.002355520"
"E08000022",171512,"Not answered",8968,"0.052287887"
"E08000023",121292,"Straight or Heterosexual",111601,"0.920101903"
"E08000023",121292,"Gay or Lesbian",1756,"0.014477459"
"E08000023",121292,"Bisexual",1213,"0.010000660"
"E08000023",121292,"All other sexual orientations",220,"0.001813805"
"E08000023",121292,"Not answered",6502,"0.053606174"
"E08000024",226071,"Straight or Heterosexual",208166,"0.920799218"
"E08000024",226071,"Gay or Lesbian",3279,"0.014504293"
"E08000024",226071,"Bisexual",2057,"0.009098911"
"E08000024",226071,"All other sexual orientations",487,"0.002154190"
"E08000024",226071,"Not answered",12082,"0.053443387"
"E08000025",889624,"Straight or Heterosexual",779054,"0.875711537"
"E08000025",889624,"Gay or Lesbian",11968,"0.013452874"
"E08000025",889624,"Bisexual",11258,"0.012654784"
"E08000025",889624,"All other sexual orientations",3578,"0.004021924"
"E08000025",889624,"Not answered",83766,"0.094158881"
"E08000026",276873,"Straight or Heterosexual",243622,"0.879905227"
"E08000026",276873,"Gay or Lesbian",3339,"0.012059681"
"E08000026",276873,"Bisexual",4133,"0.014927422"
"E08000026",276873,"All other sexual orientations",1289,"0.004655564"
"E08000026",276873,"Not answered",24490,"0.088452106"
"E08000027",262488,"Straight or Heterosexual",238192,"0.907439578"
"E08000027",262488,"Gay or Lesbian",3115,"0.011867209"
"E08000027",262488,"Bisexual",2172,"0.008274664"
"E08000027",262488,"All other sexual orientations",528,"0.002011521"
"E08000027",262488,"Not answered",18481,"0.070407028"
"E08000028",266031,"Straight or Heterosexual",237544,"0.892918494"
"E08000028",266031,"Gay or Lesbian",2816,"0.010585233"
"E08000028",266031,"Bisexual",2525,"0.009491375"
"E08000028",266031,"All other sexual orientations",761,"0.002860569"
"E08000028",266031,"Not answered",22385,"0.084144329"
"E08000029",174500,"Straight or Heterosexual",160446,"0.919461318"
"E08000029",174500,"Gay or Lesbian",1765,"0.010114613"
"E08000029",174500,"Bisexual",1251,"0.007169054"
"E08000029",174500,"All other sexual orientations",273,"0.001564470"
"E08000029",174500,"Not answered",10765,"0.061690544"
"E08000030",223100,"Straight or Heterosexual",201330,"0.902420439"
"E08000030",223100,"Gay or Lesbian",2399,"0.010753026"
"E08000030",223100,"Bisexual",1876,"0.008408785"
"E08000030",223100,"All other sexual orientations",550,"0.002465262"
"E08000030",223100,"Not answered",16945,"0.075952488"
"E08000031",208442,"Straight or Heterosexual",185921,"0.891955556"
"E08000031",208442,"Gay or Lesbian",2262,"0.010851940"
"E08000031",208442,"Bisexual",2161,"0.010367392"
"E08000031",208442,"All other sexual orientations",735,"0.003526161"
"E08000031",208442,"Not answered",17363,"0.083298951"
"E08000032",421574,"Straight or Heterosexual",374590,"0.888551002"
"E08000032",421574,"Gay or Lesbian",4545,"0.010781025"
"E08000032",421574,"Bisexual",4261,"0.010107360"
"E08000032",421574,"All other sexual orientations",1260,"0.002988799"
"E08000032",421574,"Not answered",36918,"0.087571814"
"E08000033",166634,"Straight or Heterosexual",149815,"0.899066217"
"E08000033",166634,"Gay or Lesbian",2811,"0.016869306"
"E08000033",166634,"Bisexual",1968,"0.011810315"
"E08000033",166634,"All other sexual orientations",552,"0.003312649"
"E08000033",166634,"Not answered",11488,"0.068941513"
"E08000034",346275,"Straight or Heterosexual",311501,"0.899576926"
"E08000034",346275,"Gay or Lesbian",4340,"0.012533391"
"E08000034",346275,"Bisexual",3697,"0.010676485"
"E08000034",346275,"All other sexual orientations",995,"0.002873439"
"E08000034",346275,"Not answered",25742,"0.074339759"
"E08000035",658471,"Straight or Heterosexual",582244,"0.884236360"
"E08000035",658471,"Gay or Lesbian",12229,"0.018571813"
"E08000035",658471,"Bisexual",12656,"0.019220285"
"E08000035",658471,"All other sexual orientations",3078,"0.004674466"
"E08000035",658471,"Not answered",48264,"0.073297078"
"E08000036",287538,"Straight or Heterosexual",261615,"0.909844960"
"E08000036",287538,"Gay or Lesbian",4321,"0.015027579"
"E08000036",287538,"Bisexual",2968,"0.010322114"
"E08000036",287538,"All other sexual orientations",689,"0.002396205"
"E08000036",287538,"Not answered",17945,"0.062409142"
"E08000037",161749,"Straight or Heterosexual",147379,"0.911158647"
"E08000037",161749,"Gay or Lesbian",3087,"0.019085126"
"E08000037",161749,"Bisexual",1939,"0.011987709"
"E08000037",161749,"All other sexual orientations",470,"0.002905737"
"E08000037",161749,"Not answered",8874,"0.054862781"
"E09000001",8004,"Straight or Heterosexual",6348,"0.793103448"
"E09000001",8004,"Gay or Lesbian",607,"0.075837081"
"E09000001",8004,"Bisexual",185,"0.023113443"
"E09000001",8004,"All other sexual orientations",34,"0.004247876"
"E09000001",8004,"Not answered",830,"0.103698151"
"E09000002",161745,"Straight or Heterosexual",143275,"0.885807908"
"E09000002",161745,"Gay or Lesbian",1333,"0.008241368"
"E09000002",161745,"Bisexual",1571,"0.009712820"
"E09000002",161745,"All other sexual orientations",786,"0.004859501"
"E09000002",161745,"Not answered",14780,"0.091378404"
"E09000003",309354,"Straight or Heterosexual",269986,"0.872741261"
"E09000003",309354,"Gay or Lesbian",3864,"0.012490545"
"E09000003",309354,"Bisexual",3286,"0.010622135"
"E09000003",309354,"All other sexual orientations",1483,"0.004793861"
"E09000003",309354,"Not answered",30735,"0.099352198"
"E09000004",195827,"Straight or Heterosexual",178051,"0.909226001"
"E09000004",195827,"Gay or Lesbian",2058,"0.010509276"
"E09000004",195827,"Bisexual",1585,"0.008093879"
"E09000004",195827,"All other sexual orientations",493,"0.002517528"
"E09000004",195827,"Not answered",13640,"0.069653316"
"E09000005",275143,"Straight or Heterosexual",234151,"0.851015654"
"E09000005",275143,"Gay or Lesbian",3604,"0.013098643"
"E09000005",275143,"Bisexual",3561,"0.012942361"
"E09000005",275143,"All other sexual orientations",1639,"0.005956902"
"E09000005",275143,"Not answered",32188,"0.116986440"
"E09000006",265088,"Straight or Heterosexual",238515,"0.899757816"
"E09000006",265088,"Gay or Lesbian",4047,"0.015266628"
"E09000006",265088,"Bisexual",2507,"0.009457237"
"E09000006",265088,"All other sexual orientations",679,"0.002561414"
"E09000006",265088,"Not answered",19340,"0.072956905"
"E09000007",177908,"Straight or Heterosexual",146868,"0.825527801"
"E09000007",177908,"Gay or Lesbian",6651,"0.037384491"
"E09000007",177908,"Bisexual",4511,"0.025355802"
"E09000007",177908,"All other sexual orientations",1186,"0.006666367"
"E09000007",177908,"Not answered",18692,"0.105065539"
"E09000008",310399,"Straight or Heterosexual",272523,"0.877976411"
"E09000008",310399,"Gay or Lesbian",4696,"0.015128915"
"E09000008",310399,"Bisexual",3661,"0.011794497"
"E09000008",310399,"All other sexual orientations",1175,"0.003785450"
"E09000008",310399,"Not answered",28344,"0.091314727"
"E09000009",295371,"Straight or Heterosexual",254948,"0.863144994"
"E09000009",295371,"Gay or Lesbian",4484,"0.015180908"
"E09000009",295371,"Bisexual",3846,"0.013020913"
"E09000009",295371,"All other sexual orientations",1527,"0.005169770"
"E09000009",295371,"Not answered",30566,"0.103483416"
"E09000010",257182,"Straight or Heterosexual",226705,"0.881496372"
"E09000010",257182,"Gay or Lesbian",2342,"0.009106392"
"E09000010",257182,"Bisexual",2073,"0.008060440"
"E09000010",257182,"All other sexual orientations",1204,"0.004681510"
"E09000010",257182,"Not answered",24858,"0.096655287"
"E09000011",229747,"Straight or Heterosexual",199766,"0.869504281"
"E09000011",229747,"Gay or Lesbian",5685,"0.024744610"
"E09000011",229747,"Bisexual",3369,"0.014663956"
"E09000011",229747,"All other sexual orientations",1253,"0.005453825"
"E09000011",229747,"Not answered",19674,"0.085633327"
"E09000012",209468,"Straight or Heterosexual",166695,"0.795801745"
"E09000012",209468,"Gay or Lesbian",8602,"0.041065938"
"E09000012",209468,"Bisexual",5919,"0.028257299"
"E09000012",209468,"All other sexual orientations",1868,"0.008917830"
"E09000012",209468,"Not answered",26384,"0.125957187"
"E09000013",154627,"Straight or Heterosexual",131392,"0.849735169"
"E09000013",154627,"Gay or Lesbian",4825,"0.031204123"
"E09000013",154627,"Bisexual",2714,"0.017551915"
"E09000013",154627,"All other sexual orientations",681,"0.004404147"
"E09000013",154627,"Not answered",15015,"0.097104645"
"E09000014",216000,"Straight or Heterosexual",180100,"0.833796296"
"E09000014",216000,"Gay or Lesbian",5912,"0.027370370"
"E09000014",216000,"Bisexual",4503,"0.020847222"
"E09000014",216000,"All other sexual orientations",1752,"0.008111111"
"E09000014",216000,"Not answered",23733,"0.109875000"
"E09000015",209621,"Straight or Heterosexual",182702,"0.871582523"
"E09000015",209621,"Gay or Lesbian",1361,"0.006492670"
"E09000015",209621,"Bisexual",1873,"0.008935173"
"E09000015",209621,"All other sexual orientations",1005,"0.004794367"
"E09000015",209621,"Not answered",22680,"0.108195267"
"E09000016",209730,"Straight or Heterosexual",191007,"0.910728079"
"E09000016",209730,"Gay or Lesbian",1993,"0.009502694"
"E09000016",209730,"Bisexual",1540,"0.007342774"
"E09000016",209730,"All other sexual orientations",559,"0.002665332"
"E09000016",209730,"Not answered",14631,"0.069761121"
"E09000017",241878,"Straight or Heterosexual",215049,"0.889080446"
"E09000017",241878,"Gay or Lesbian",2169,"0.008967331"
"E09000017",241878,"Bisexual",2329,"0.009628821"
"E09000017",241878,"All other sexual orientations",880,"0.003638198"
"E09000017",241878,"Not answered",21451,"0.088685205"
"E09000018",228681,"Straight or Heterosexual",199334,"0.871668394"
"E09000018",228681,"Gay or Lesbian",3139,"0.013726545"
"E09000018",228681,"Bisexual",2746,"0.012007994"
"E09000018",228681,"All other sexual orientations",1003,"0.004386022"
"E09000018",228681,"Not answered",22459,"0.098211045"
"E09000019",183626,"Straight or Heterosexual",151195,"0.823385577"
"E09000019",183626,"Gay or Lesbian",8420,"0.045854073"
"E09000019",183626,"Bisexual",4973,"0.027082221"
"E09000019",183626,"All other sexual orientations",1319,"0.007183079"
"E09000019",183626,"Not answered",17719,"0.096495050"
"E09000020",123089,"Straight or Heterosexual",104227,"0.846761287"
"E09000020",123089,"Gay or Lesbian",3363,"0.027321694"
"E09000020",123089,"Bisexual",1569,"0.012746874"
"E09000020",123089,"All other sexual orientations",409,"0.003322799"
"E09000020",123089,"Not answered",13521,"0.109847346"
"E09000021",135464,"Straight or Heterosexual",119304,"0.880706313"
"E09000021",135464,"Gay or Lesbian",2110,"0.015576094"
"E09000021",135464,"Bisexual",2022,"0.014926475"
"E09000021",135464,"All other sexual orientations",510,"0.003764838"
"E09000021",135464,"Not answered",11518,"0.085026280"
"E09000022",268944,"Straight or Heterosexual",222348,"0.826744601"
"E09000022",268944,"Gay or Lesbian",14291,"0.053137456"
"E09000022",268944,"Bisexual",6063,"0.022543727"
"E09000022",268944,"All other sexual orientations",1844,"0.006856446"
"E09000022",268944,"Not answered",24398,"0.090717770"
"E09000023",242411,"Straight or Heterosexual",203913,"0.841187075"
"E09000023",242411,"Gay or Lesbian",7268,"0.029982138"
"E09000023",242411,"Bisexual",5658,"0.023340525"
"E09000023",242411,"All other sexual orientations",1949,"0.008040064"
"E09000023",242411,"Not answered",23623,"0.097450198"
"E09000024",172772,"Straight or Heterosexual",151063,"0.874348853"
"E09000024",172772,"Gay or Lesbian",2998,"0.017352349"
"E09000024",172772,"Bisexual",2127,"0.012311023"
"E09000024",172772,"All other sexual orientations",663,"0.003837427"
"E09000024",172772,"Not answered",15921,"0.092150348"
"E09000025",276173,"Straight or Heterosexual",235493,"0.852701024"
"E09000025",276173,"Gay or Lesbian",4910,"0.017778711"
"E09000025",276173,"Bisexual",4168,"0.015091989"
"E09000025",276173,"All other sexual orientations",2008,"0.007270805"
"E09000025",276173,"Not answered",29594,"0.107157470"
"E09000026",242017,"Straight or Heterosexual",213103,"0.880529054"
"E09000026",242017,"Gay or Lesbian",2052,"0.008478743"
"E09000026",242017,"Bisexual",2272,"0.009387770"
"E09000026",242017,"All other sexual orientations",1072,"0.004429441"
"E09000026",242017,"Not answered",23518,"0.097174992"
"E09000027",155834,"Straight or Heterosexual",138752,"0.890383357"
"E09000027",155834,"Gay or Lesbian",2894,"0.018571044"
"E09000027",155834,"Bisexual",1848,"0.011858773"
"E09000027",155834,"All other sexual orientations",495,"0.003176457"
"E09000027",155834,"Not answered",11845,"0.076010370"
"E09000028",256136,"Straight or Heterosexual",211847,"0.827087953"
"E09000028",256136,"Gay or Lesbian",11596,"0.045272824"
"E09000028",256136,"Bisexual",6586,"0.025712903"
"E09000028",256136,"All other sexual orientations",2515,"0.009819002"
"E09000028",256136,"Not answered",23592,"0.092107318"
"E09000029",165657,"Straight or Heterosexual",149012,"0.899521300"
"E09000029",165657,"Gay or Lesbian",1935,"0.011680762"
"E09000029",165657,"Bisexual",1605,"0.009688694"
"E09000029",165657,"All other sexual orientations",427,"0.002577615"
"E09000029",165657,"Not answered",12678,"0.076531629"
"E09000030",252885,"Straight or Heterosexual",210070,"0.830693794"
"E09000030",252885,"Gay or Lesbian",10021,"0.039626708"
"E09000030",252885,"Bisexual",6376,"0.025213042"
"E09000030",252885,"All other sexual orientations",1730,"0.006841054"
"E09000030",252885,"Not answered",24688,"0.097625403"
"E09000031",222182,"Straight or Heterosexual",191049,"0.859876138"
"E09000031",222182,"Gay or Lesbian",5032,"0.022648099"
"E09000031",222182,"Bisexual",3591,"0.016162425"
"E09000031",222182,"All other sexual orientations",1423,"0.006404659"
"E09000031",222182,"Not answered",21087,"0.094908678"
"E09000032",273558,"Straight or Heterosexual",236553,"0.864727041"
"E09000032",273558,"Gay or Lesbian",8342,"0.030494447"
"E09000032",273558,"Bisexual",4762,"0.017407643"
"E09000032",273558,"All other sexual orientations",1080,"0.003947974"
"E09000032",273558,"Not answered",22821,"0.083422894"
"E09000033",177467,"Straight or Heterosexual",147855,"0.833140809"
"E09000033",177467,"Gay or Lesbian",6155,"0.034682504"
"E09000033",177467,"Bisexual",2741,"0.015445125"
"E09000033",177467,"All other sexual orientations",831,"0.004682561"
"E09000033",177467,"Not answered",19885,"0.112049001"
