"ltla21_code","total_population","legal_partnership","n","prop"
"E06000033",146410,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",108,"0.000737654532"
"E06000033",146410,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",177,"0.001208933816"
"E06000033",146410,"Separated, but still legally married or still legally in a civil partnership; measures: Value",3774,"0.025776927805"
"E06000033",146410,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",3752,"0.025626664845"
"E06000033",146410,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",22,"0.000150262960"
"E06000033",146410,"Divorced or civil partnership dissolved; measures: Value",15977,"0.109125059764"
"E06000033",146410,"Divorced or civil partnership dissolved: Divorced; measures: Value",15934,"0.108831363978"
"E06000033",146410,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",43,"0.000293695786"
"E06000033",146410,"Widowed or surviving civil partnership partner; measures: Value",9321,"0.063663684175"
"E06000033",146410,"Widowed or surviving civil partnership partner: Widowed; measures: Value",9310,"0.063588552694"
"E06000033",146410,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",11,"0.000075131480"
"E06000034",136364,"Never married and never registered a civil partnership; measures: Value",52674,"0.386274969933"
"E06000034",136364,"Married or in a registered civil partnership; measures: Value",61406,"0.450309465841"
"E06000034",136364,"Married or in a registered civil partnership: Married; measures: Value",61195,"0.448762136634"
"E06000034",136364,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",60984,"0.447214807427"
"E06000034",136364,"Married or in a registered civil partnership: Married: Same sex; measures: Value",211,"0.001547329207"
"E06000034",136364,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",211,"0.001547329207"
"E06000034",136364,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",134,"0.000982664046"
"E06000034",136364,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",77,"0.000564665161"
"E06000034",136364,"Separated, but still legally married or still legally in a civil partnership; measures: Value",3423,"0.025101933062"
"E06000034",136364,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",3405,"0.024969933414"
"E06000034",136364,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",18,"0.000131999648"
"E06000034",136364,"Divorced or civil partnership dissolved; measures: Value",11782,"0.086401102930"
"E06000034",136364,"Divorced or civil partnership dissolved: Divorced; measures: Value",11766,"0.086283769910"
"E06000034",136364,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",16,"0.000117333020"
"E06000034",136364,"Widowed or surviving civil partnership partner; measures: Value",7079,"0.051912528233"
"E06000034",136364,"Widowed or surviving civil partnership partner: Widowed; measures: Value",7069,"0.051839195095"
"E06000034",136364,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",10,"0.000073333138"
"E06000055",148119,"Never married and never registered a civil partnership; measures: Value",53144,"0.358792592443"
"E06000055",148119,"Married or in a registered civil partnership; measures: Value",68762,"0.464234838204"
"E06000055",148119,"Married or in a registered civil partnership: Married; measures: Value",68533,"0.462688784018"
"E06000055",148119,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",68149,"0.460096273942"
"E06000055",148119,"Married or in a registered civil partnership: Married: Same sex; measures: Value",384,"0.002592510076"
"E06000055",148119,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",229,"0.001546054186"
"E06000055",148119,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",94,"0.000634624862"
"E06000055",148119,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",135,"0.000911429324"
"E06000055",148119,"Separated, but still legally married or still legally in a civil partnership; measures: Value",3602,"0.024318284622"
"E06000055",148119,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",3575,"0.024135998758"
"E06000055",148119,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",27,"0.000182285865"
"E06000055",148119,"Divorced or civil partnership dissolved; measures: Value",13946,"0.094154024804"
"E06000055",148119,"Divorced or civil partnership dissolved: Divorced; measures: Value",13918,"0.093964987611"
"E06000055",148119,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",28,"0.000189037193"
"E06000055",148119,"Widowed or surviving civil partnership partner; measures: Value",8665,"0.058500259926"
"E06000055",148119,"Widowed or surviving civil partnership partner: Widowed; measures: Value",8654,"0.058425995315"
"E06000055",148119,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",11,"0.000074264612"
"E06000056",236759,"Never married and never registered a civil partnership; measures: Value",78809,"0.332865910060"
"E06000056",236759,"Married or in a registered civil partnership; measures: Value",117265,"0.495292681588"
"E06000056",236759,"Married or in a registered civil partnership: Married; measures: Value",116915,"0.493814385092"
"E06000056",236759,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",116281,"0.491136556583"
"E06000056",236759,"Married or in a registered civil partnership: Married: Same sex; measures: Value",634,"0.002677828509"
"E06000056",236759,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",350,"0.001478296496"
"E06000056",236759,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",154,"0.000650450458"
"E06000056",236759,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",196,"0.000827846038"
"E06000056",236759,"Separated, but still legally married or still legally in a civil partnership; measures: Value",5293,"0.022356066718"
"E06000056",236759,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",5268,"0.022250474111"
"E06000056",236759,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",25,"0.000105592607"
"E06000056",236759,"Divorced or civil partnership dissolved; measures: Value",22110,"0.093386101479"
"E06000056",236759,"Divorced or civil partnership dissolved: Divorced; measures: Value",22057,"0.093162245152"
"E06000056",236759,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",53,"0.000223856326"
"E06000056",236759,"Widowed or surviving civil partnership partner; measures: Value",13282,"0.056099240156"
"E06000056",236759,"Widowed or surviving civil partnership partner: Widowed; measures: Value",13272,"0.056057003113"
"E06000056",236759,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",10,"0.000042237043"
"E07000008",124769,"Never married and never registered a civil partnership; measures: Value",70436,"0.564531253757"
"E07000008",124769,"Married or in a registered civil partnership; measures: Value",41034,"0.328879769815"
"E07000008",124769,"Married or in a registered civil partnership: Married; measures: Value",40654,"0.325834141493"
"E07000008",124769,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",40283,"0.322860646475"
"E07000008",124769,"Married or in a registered civil partnership: Married: Same sex; measures: Value",371,"0.002973495019"
"E07000008",124769,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",380,"0.003045628321"
"E07000008",124769,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",166,"0.001330458688"
"E07000008",124769,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",214,"0.001715169633"
"E07000008",124769,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1701,"0.013633194143"
"E07000008",124769,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1690,"0.013545031218"
"E07000008",124769,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",11,"0.000088162925"
"E07000008",124769,"Divorced or civil partnership dissolved; measures: Value",7514,"0.060223292645"
"E07000008",124769,"Divorced or civil partnership dissolved: Divorced; measures: Value",7484,"0.059982848304"
"E07000008",124769,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",30,"0.000240444341"
"E07000008",124769,"Widowed or surviving civil partnership partner; measures: Value",4084,"0.032732489641"
"E07000008",124769,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4074,"0.032652341527"
"E07000008",124769,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",10,"0.000080148114"
"E07000009",71428,"Never married and never registered a civil partnership; measures: Value",21598,"0.302374418995"
"E07000009",71428,"Married or in a registered civil partnership; measures: Value",37042,"0.518592148737"
"E07000009",71428,"Married or in a registered civil partnership: Married; measures: Value",36908,"0.516716133729"
"E07000009",71428,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",36698,"0.513776110209"
"E07000009",71428,"Married or in a registered civil partnership: Married: Same sex; measures: Value",210,"0.002940023520"
"E07000009",71428,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",134,"0.001876015008"
"E07000009",71428,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",50,"0.000700005600"
"E07000009",71428,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",84,"0.001176009408"
"E07000009",71428,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1509,"0.021126169009"
"E07000009",71428,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1500,"0.021000168001"
"E07000009",71428,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",9,"0.000126001008"
"E07000009",71428,"Divorced or civil partnership dissolved; measures: Value",6757,"0.094598756790"
"E07000009",71428,"Divorced or civil partnership dissolved: Divorced; measures: Value",6746,"0.094444755558"
"E07000009",71428,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",11,"0.000154001232"
"E07000009",71428,"Widowed or surviving civil partnership partner; measures: Value",4522,"0.063308506468"
"E07000009",71428,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4518,"0.063252506020"
"E07000009",71428,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",4,"0.000056000448"
"E07000010",84829,"Never married and never registered a civil partnership; measures: Value",28268,"0.333235096488"
"E07000010",84829,"Married or in a registered civil partnership; measures: Value",38508,"0.453948531752"
"E07000010",84829,"Married or in a registered civil partnership: Married; measures: Value",38353,"0.452121326433"
"E07000010",84829,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",38185,"0.450140871636"
"E07000010",84829,"Married or in a registered civil partnership: Married: Same sex; measures: Value",168,"0.001980454797"
"E07000010",84829,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",155,"0.001827205319"
"E07000010",84829,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",59,"0.000695516863"
"E07000010",84829,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",96,"0.001131688456"
"E07000010",84829,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2091,"0.024649589174"
"E07000010",84829,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2071,"0.024413820745"
"E07000010",84829,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",20,"0.000235768428"
"E07000010",84829,"Divorced or civil partnership dissolved; measures: Value",9368,"0.110433931792"
"E07000010",84829,"Divorced or civil partnership dissolved: Divorced; measures: Value",9349,"0.110209951785"
"E07000010",84829,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",19,"0.000223980007"
"E07000010",84829,"Widowed or surviving civil partnership partner; measures: Value",6594,"0.077732850794"
"E07000010",84829,"Widowed or surviving civil partnership partner: Widowed; measures: Value",6582,"0.077591389737"
"E07000010",84829,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",12,"0.000141461057"
"E07000011",148261,"Never married and never registered a civil partnership; measures: Value",46798,"0.315646056616"
"E07000011",148261,"Married or in a registered civil partnership; measures: Value",74133,"0.500016862155"
"E07000011",148261,"Married or in a registered civil partnership: Married; measures: Value",73913,"0.498532992493"
"E07000011",148261,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",73533,"0.495969944894"
"E07000011",148261,"Married or in a registered civil partnership: Married: Same sex; measures: Value",380,"0.002563047598"
"E07000011",148261,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",220,"0.001483869662"
"E07000011",148261,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",62,"0.000418181450"
"E07000011",148261,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",158,"0.001065688212"
"E07000011",148261,"Separated, but still legally married or still legally in a civil partnership; measures: Value",3371,"0.022736930143"
"E07000011",148261,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",3353,"0.022615522626"
"E07000011",148261,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",18,"0.000121407518"
"E07000011",148261,"Divorced or civil partnership dissolved; measures: Value",14800,"0.099823959099"
"E07000011",148261,"Divorced or civil partnership dissolved: Divorced; measures: Value",14773,"0.099641847822"
"E07000011",148261,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",27,"0.000182111277"
"E07000011",148261,"Widowed or surviving civil partnership partner; measures: Value",9159,"0.061776191986"
"E07000011",148261,"Widowed or surviving civil partnership partner: Widowed; measures: Value",9150,"0.061715488227"
"E07000011",148261,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",9,"0.000060703759"
"E07000012",130360,"Never married and never registered a civil partnership; measures: Value",39333,"0.301725989567"
"E07000012",130360,"Married or in a registered civil partnership; measures: Value",70248,"0.538876956122"
"E07000012",130360,"Married or in a registered civil partnership: Married; measures: Value",69936,"0.536483583921"
"E07000012",130360,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",69621,"0.534067198527"
"E07000012",130360,"Married or in a registered civil partnership: Married: Same sex; measures: Value",315,"0.002416385394"
"E07000012",130360,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",312,"0.002393372200"
"E07000012",130360,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",93,"0.000713409021"
"E07000012",130360,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",219,"0.001679963179"
"E07000012",130360,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2567,"0.019691623197"
"E07000012",130360,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2556,"0.019607241485"
"E07000012",130360,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",11,"0.000084381712"
"E07000012",130360,"Divorced or civil partnership dissolved; measures: Value",10818,"0.082985578398"
"E07000012",130360,"Divorced or civil partnership dissolved: Divorced; measures: Value",10793,"0.082793801780"
"E07000012",130360,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",25,"0.000191776619"
"E07000012",130360,"Widowed or surviving civil partnership partner; measures: Value",7394,"0.056719852716"
"E07000012",130360,"Widowed or surviving civil partnership partner: Widowed; measures: Value",7383,"0.056635471003"
"E07000012",130360,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",11,"0.000084381712"
"E07000066",148663,"Never married and never registered a civil partnership; measures: Value",54604,"0.367300538803"
"E07000066",148663,"Married or in a registered civil partnership; measures: Value",67086,"0.451262250863"
"E07000066",148663,"Married or in a registered civil partnership: Married; measures: Value",66927,"0.450192717758"
"E07000066",148663,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",66673,"0.448484155439"
"E07000066",148663,"Married or in a registered civil partnership: Married: Same sex; measures: Value",254,"0.001708562319"
"E07000066",148663,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",159,"0.001069533105"
"E07000066",148663,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",64,"0.000430503891"
"E07000066",148663,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",95,"0.000639029214"
"E07000066",148663,"Separated, but still legally married or still legally in a civil partnership; measures: Value",3715,"0.024989405568"
"E07000066",148663,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",3696,"0.024861599726"
"E07000066",148663,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",19,"0.000127805843"
"E07000066",148663,"Divorced or civil partnership dissolved; measures: Value",14229,"0.095713122969"
"E07000066",148663,"Divorced or civil partnership dissolved: Divorced; measures: Value",14198,"0.095504597647"
"E07000066",148663,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",31,"0.000208525322"
"E07000066",148663,"Widowed or surviving civil partnership partner; measures: Value",9029,"0.060734681797"
"E07000066",148663,"Widowed or surviving civil partnership partner: Widowed; measures: Value",9018,"0.060660688941"
"E07000066",148663,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",11,"0.000073992856"
"E07000067",126573,"Never married and never registered a civil partnership; measures: Value",41635,"0.328940611347"
"E07000067",126573,"Married or in a registered civil partnership; measures: Value",61504,"0.485917217732"
"E07000067",126573,"Married or in a registered civil partnership: Married; measures: Value",61290,"0.484226493802"
"E07000067",126573,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",61004,"0.481966928176"
"E07000067",126573,"Married or in a registered civil partnership: Married: Same sex; measures: Value",286,"0.002259565626"
"E07000067",126573,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",214,"0.001690723930"
"E07000067",126573,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",60,"0.000474034747"
"E07000067",126573,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",154,"0.001216689183"
"E07000067",126573,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2569,"0.020296587740"
"E07000067",126573,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2552,"0.020162277895"
"E07000067",126573,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",17,"0.000134309845"
"E07000067",126573,"Divorced or civil partnership dissolved; measures: Value",12902,"0.101933271709"
"E07000067",126573,"Divorced or civil partnership dissolved: Divorced; measures: Value",12881,"0.101767359547"
"E07000067",126573,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",21,"0.000165912161"
"E07000067",126573,"Widowed or surviving civil partnership partner; measures: Value",7963,"0.062912311472"
"E07000067",126573,"Widowed or surviving civil partnership partner: Widowed; measures: Value",7951,"0.062817504523"
"E07000067",126573,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",12,"0.000094806949"
"E07000068",62867,"Never married and never registered a civil partnership; measures: Value",21281,"0.338508279383"
"E07000068",62867,"Married or in a registered civil partnership; measures: Value",30719,"0.488634736825"
"E07000068",62867,"Married or in a registered civil partnership: Married; measures: Value",30647,"0.487489461880"
"E07000068",62867,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",30527,"0.485580670304"
"E07000068",62867,"Married or in a registered civil partnership: Married: Same sex; measures: Value",120,"0.001908791576"
"E07000068",62867,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",72,"0.001145274946"
"E07000068",62867,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",22,"0.000349945122"
"E07000068",62867,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",50,"0.000795329823"
"E07000068",62867,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1310,"0.020837641370"
"E07000068",62867,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1299,"0.020662668809"
"E07000068",62867,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",11,"0.000174972561"
"E07000068",62867,"Divorced or civil partnership dissolved; measures: Value",5424,"0.086277379229"
"E07000068",62867,"Divorced or civil partnership dissolved: Divorced; measures: Value",5410,"0.086054686879"
"E07000068",62867,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",14,"0.000222692351"
"E07000068",62867,"Widowed or surviving civil partnership partner; measures: Value",4133,"0.065741963192"
"E07000068",62867,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4129,"0.065678336806"
"E07000068",62867,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",4,"0.000063626386"
"E07000069",74412,"Never married and never registered a civil partnership; measures: Value",23494,"0.315728645917"
"E07000069",74412,"Married or in a registered civil partnership; measures: Value",36578,"0.491560500994"
"E07000069",74412,"Married or in a registered civil partnership: Married; measures: Value",36460,"0.489974735258"
"E07000069",74412,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",36352,"0.488523356448"
"E07000069",74412,"Married or in a registered civil partnership: Married: Same sex; measures: Value",108,"0.001451378810"
"E07000069",74412,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",118,"0.001585765737"
"E07000069",74412,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",52,"0.000698812020"
"E07000069",74412,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",66,"0.000886953717"
"E07000069",74412,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1425,"0.019150137075"
"E07000069",74412,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1421,"0.019096382304"
"E07000069",74412,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",4,"0.000053754771"
"E07000069",74412,"Divorced or civil partnership dissolved; measures: Value",6764,"0.090899317314"
"E07000069",74412,"Divorced or civil partnership dissolved: Divorced; measures: Value",6757,"0.090805246466"
"E07000069",74412,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",7,"0.000094070849"
"E07000069",74412,"Widowed or surviving civil partnership partner; measures: Value",6151,"0.082661398699"
"E07000069",74412,"Widowed or surviving civil partnership partner: Widowed; measures: Value",6148,"0.082621082621"
"E07000069",74412,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",3,"0.000040316078"
"E07000070",147740,"Never married and never registered a civil partnership; measures: Value",50196,"0.339759036145"
"E07000070",147740,"Married or in a registered civil partnership; measures: Value",72469,"0.490517124678"
"E07000070",147740,"Married or in a registered civil partnership: Married; measures: Value",72281,"0.489244618925"
"E07000070",147740,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",71994,"0.487302017057"
"E07000070",147740,"Married or in a registered civil partnership: Married: Same sex; measures: Value",287,"0.001942601868"
"E07000070",147740,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",188,"0.001272505753"
"E07000070",147740,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",74,"0.000500879924"
"E07000070",147740,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",114,"0.000771625829"
"E07000070",147740,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2815,"0.019053743062"
"E07000070",147740,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2797,"0.018931907405"
"E07000070",147740,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",18,"0.000121835657"
"E07000070",147740,"Divorced or civil partnership dissolved; measures: Value",13416,"0.090808176526"
"E07000070",147740,"Divorced or civil partnership dissolved: Divorced; measures: Value",13395,"0.090666034926"
"E07000070",147740,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",21,"0.000142141600"
"E07000070",147740,"Widowed or surviving civil partnership partner; measures: Value",8844,"0.059861919588"
"E07000070",147740,"Widowed or surviving civil partnership partner: Widowed; measures: Value",8836,"0.059807770407"
"E07000070",147740,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",8,"0.000054149181"
"E07000071",156339,"Never married and never registered a civil partnership; measures: Value",58682,"0.375351000070"
"E07000071",156339,"Married or in a registered civil partnership; measures: Value",70055,"0.448096764083"
"E07000071",156339,"Married or in a registered civil partnership: Married; measures: Value",69773,"0.446292991512"
"E07000071",156339,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",69380,"0.443779223354"
"E07000071",156339,"Married or in a registered civil partnership: Married: Same sex; measures: Value",393,"0.002513768158"
"E07000071",156339,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",282,"0.001803772571"
"E07000071",156339,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",95,"0.000607653880"
"E07000071",156339,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",187,"0.001196118691"
"E07000071",156339,"Separated, but still legally married or still legally in a civil partnership; measures: Value",3570,"0.022834993188"
"E07000071",156339,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",3548,"0.022694273342"
"E07000071",156339,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",22,"0.000140719846"
"E07000071",156339,"Divorced or civil partnership dissolved; measures: Value",15213,"0.097307773492"
"E07000071",156339,"Divorced or civil partnership dissolved: Divorced; measures: Value",15172,"0.097045522870"
"E07000071",156339,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",41,"0.000262250622"
"E07000071",156339,"Widowed or surviving civil partnership partner; measures: Value",8819,"0.056409469166"
"E07000071",156339,"Widowed or surviving civil partnership partner: Widowed; measures: Value",8806,"0.056326316530"
"E07000071",156339,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",13,"0.000083152636"
"E07000072",109933,"Never married and never registered a civil partnership; measures: Value",38594,"0.351068378012"
"E07000072",109933,"Married or in a registered civil partnership; measures: Value",52592,"0.478400480293"
"E07000072",109933,"Married or in a registered civil partnership: Married; measures: Value",52407,"0.476717637106"
"E07000072",109933,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",52155,"0.474425331793"
"E07000072",109933,"Married or in a registered civil partnership: Married: Same sex; measures: Value",252,"0.002292305313"
"E07000072",109933,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",185,"0.001682843186"
"E07000072",109933,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",66,"0.000600365677"
"E07000072",109933,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",119,"0.001082477509"
"E07000072",109933,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2166,"0.019702909954"
"E07000072",109933,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2152,"0.019575559659"
"E07000072",109933,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",14,"0.000127350295"
"E07000072",109933,"Divorced or civil partnership dissolved; measures: Value",9564,"0.086998444507"
"E07000072",109933,"Divorced or civil partnership dissolved: Divorced; measures: Value",9545,"0.086825611964"
"E07000072",109933,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",19,"0.000172832543"
"E07000072",109933,"Widowed or surviving civil partnership partner; measures: Value",7017,"0.063829787234"
"E07000072",109933,"Widowed or surviving civil partnership partner: Widowed; measures: Value",7011,"0.063775208536"
"E07000072",109933,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",6,"0.000054578698"
"E07000073",73106,"Never married and never registered a civil partnership; measures: Value",28932,"0.395754110470"
"E07000073",73106,"Married or in a registered civil partnership; measures: Value",30680,"0.419664596613"
"E07000073",73106,"Married or in a registered civil partnership: Married; measures: Value",30561,"0.418036823243"
"E07000073",73106,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",30387,"0.415656717643"
"E07000073",73106,"Married or in a registered civil partnership: Married: Same sex; measures: Value",174,"0.002380105600"
"E07000073",73106,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",119,"0.001627773370"
"E07000073",73106,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",59,"0.000807047301"
"E07000073",73106,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",60,"0.000820726069"
"E07000073",73106,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1747,"0.023896807376"
"E07000073",73106,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1739,"0.023787377233"
