"ltla21_code","total_population","legal_partnership","n","prop"
"E07000116",92402,"Widowed or surviving civil partnership partner: Widowed; measures: Value",5725,"0.061957533387"
"E07000116",92402,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",6,"0.000064933659"
"E07000177",130591,"Never married and never registered a civil partnership; measures: Value",45003,"0.344610271765"
"E07000177",130591,"Married or in a registered civil partnership; measures: Value",63511,"0.486335199210"
"E07000177",130591,"Married or in a registered civil partnership: Married; measures: Value",63260,"0.484413167829"
"E07000177",130591,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",62814,"0.480997924819"
"E07000177",130591,"Married or in a registered civil partnership: Married: Same sex; measures: Value",446,"0.003415243011"
"E07000177",130591,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",251,"0.001922031380"
"E07000177",130591,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",82,"0.000627914634"
"E07000177",130591,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",169,"0.001294116746"
"E07000177",130591,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2739,"0.020973880283"
"E07000177",130591,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2714,"0.020782442894"
"E07000177",130591,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",25,"0.000191437388"
"E07000177",130591,"Divorced or civil partnership dissolved; measures: Value",12171,"0.093199378211"
"E07000177",130591,"Divorced or civil partnership dissolved: Divorced; measures: Value",12143,"0.092984968336"
"E07000177",130591,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",28,"0.000214409875"
"E07000177",130591,"Widowed or surviving civil partnership partner; measures: Value",7167,"0.054881270532"
"E07000177",130591,"Widowed or surviving civil partnership partner: Widowed; measures: Value",7160,"0.054827668063"
"E07000177",130591,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",7,"0.000053602469"
"E07000178",136719,"Never married and never registered a civil partnership; measures: Value",75813,"0.554516928883"
"E07000178",136719,"Married or in a registered civil partnership; measures: Value",45379,"0.331914364499"
"E07000178",136719,"Married or in a registered civil partnership: Married; measures: Value",45035,"0.329398254815"
"E07000178",136719,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",44621,"0.326370146066"
"E07000178",136719,"Married or in a registered civil partnership: Married: Same sex; measures: Value",414,"0.003028108749"
"E07000178",136719,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",344,"0.002516109685"
"E07000178",136719,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",152,"0.001111769396"
"E07000178",136719,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",192,"0.001404340289"
"E07000178",136719,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2027,"0.014826030032"
"E07000178",136719,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2007,"0.014679744586"
"E07000178",136719,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",20,"0.000146285447"
"E07000178",136719,"Divorced or civil partnership dissolved; measures: Value",8440,"0.061732458546"
"E07000178",136719,"Divorced or civil partnership dissolved: Divorced; measures: Value",8411,"0.061520344649"
"E07000178",136719,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",29,"0.000212113898"
"E07000178",136719,"Widowed or surviving civil partnership partner; measures: Value",5060,"0.037010218038"
"E07000178",136719,"Widowed or surviving civil partnership partner: Widowed; measures: Value",5047,"0.036915132498"
"E07000178",136719,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",13,"0.000095085540"
"E07000179",121490,"Never married and never registered a civil partnership; measures: Value",38032,"0.313046341263"
"E07000179",121490,"Married or in a registered civil partnership; measures: Value",63359,"0.521516174171"
"E07000179",121490,"Married or in a registered civil partnership: Married; measures: Value",63096,"0.519351386945"
"E07000179",121490,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",62827,"0.517137212939"
"E07000179",121490,"Married or in a registered civil partnership: Married: Same sex; measures: Value",269,"0.002214174006"
"E07000179",121490,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",263,"0.002164787225"
"E07000179",121490,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",90,"0.000740801712"
"E07000179",121490,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",173,"0.001423985513"
"E07000179",121490,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2240,"0.018437731501"
"E07000179",121490,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2224,"0.018306033418"
"E07000179",121490,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",16,"0.000131698082"
"E07000179",121490,"Divorced or civil partnership dissolved; measures: Value",10558,"0.086904271957"
"E07000179",121490,"Divorced or civil partnership dissolved: Divorced; measures: Value",10530,"0.086673800313"
"E07000179",121490,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",28,"0.000230471644"
"E07000179",121490,"Widowed or surviving civil partnership partner; measures: Value",7301,"0.060095481110"
"E07000179",121490,"Widowed or surviving civil partnership partner: Widowed; measures: Value",7293,"0.060029632068"
"E07000179",121490,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",8,"0.000065849041"
"E07000180",112427,"Never married and never registered a civil partnership; measures: Value",36001,"0.320216673931"
"E07000180",112427,"Married or in a registered civil partnership; measures: Value",58353,"0.519030126215"
"E07000180",112427,"Married or in a registered civil partnership: Married; measures: Value",58162,"0.517331246053"
"E07000180",112427,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",57854,"0.514591690608"
"E07000180",112427,"Married or in a registered civil partnership: Married: Same sex; measures: Value",308,"0.002739555445"
"E07000180",112427,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",191,"0.001698880162"
"E07000180",112427,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",52,"0.000462522348"
"E07000180",112427,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",139,"0.001236357814"
"E07000180",112427,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2140,"0.019034573546"
"E07000180",112427,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2126,"0.018910048298"
"E07000180",112427,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",14,"0.000124525247"
"E07000180",112427,"Divorced or civil partnership dissolved; measures: Value",9292,"0.082649185694"
"E07000180",112427,"Divorced or civil partnership dissolved: Divorced; measures: Value",9274,"0.082489081804"
"E07000180",112427,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",18,"0.000160103890"
"E07000180",112427,"Widowed or surviving civil partnership partner; measures: Value",6641,"0.059069440615"
"E07000180",112427,"Widowed or surviving civil partnership partner: Widowed; measures: Value",6640,"0.059060545954"
"E07000180",112427,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",1,"0.000008894661"
"E07000181",93809,"Never married and never registered a civil partnership; measures: Value",29234,"0.311633212165"
"E07000181",93809,"Married or in a registered civil partnership; measures: Value",47823,"0.509791171423"
"E07000181",93809,"Married or in a registered civil partnership: Married; measures: Value",47610,"0.507520600369"
"E07000181",93809,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",47373,"0.504994190323"
"E07000181",93809,"Married or in a registered civil partnership: Married: Same sex; measures: Value",237,"0.002526410046"
"E07000181",93809,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",213,"0.002270571054"
"E07000181",93809,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",64,"0.000682237312"
"E07000181",93809,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",149,"0.001588333742"
"E07000181",93809,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1944,"0.020722958352"
"E07000181",93809,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1937,"0.020648338646"
"E07000181",93809,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",7,"0.000074619706"
"E07000181",93809,"Divorced or civil partnership dissolved; measures: Value",8835,"0.094180728928"
"E07000181",93809,"Divorced or civil partnership dissolved: Divorced; measures: Value",8804,"0.093850270230"
"E07000181",93809,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",31,"0.000330458698"
"E07000181",93809,"Widowed or surviving civil partnership partner; measures: Value",5973,"0.063671929133"
"E07000181",93809,"Widowed or surviving civil partnership partner: Widowed; measures: Value",5966,"0.063597309427"
"E07000181",93809,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",7,"0.000074619706"
"E07000207",108773,"Never married and never registered a civil partnership; measures: Value",32554,"0.299283829627"
"E07000207",108773,"Married or in a registered civil partnership; measures: Value",58522,"0.538019545292"
"E07000207",108773,"Married or in a registered civil partnership: Married; measures: Value",58298,"0.535960210714"
"E07000207",108773,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",58044,"0.533625072398"
"E07000207",108773,"Married or in a registered civil partnership: Married: Same sex; measures: Value",254,"0.002335138316"
"E07000207",108773,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",224,"0.002059334578"
"E07000207",108773,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",92,"0.000845798130"
"E07000207",108773,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",132,"0.001213536447"
"E07000207",108773,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2054,"0.018883362599"
"E07000207",108773,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2046,"0.018809814936"
"E07000207",108773,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",8,"0.000073547663"
"E07000207",108773,"Divorced or civil partnership dissolved; measures: Value",9215,"0.084717714874"
"E07000207",108773,"Divorced or civil partnership dissolved: Divorced; measures: Value",9198,"0.084561426089"
"E07000207",108773,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",17,"0.000156288785"
"E07000207",108773,"Widowed or surviving civil partnership partner; measures: Value",6428,"0.059095547608"
"E07000207",108773,"Widowed or surviving civil partnership partner: Widowed; measures: Value",6414,"0.058966839197"
"E07000207",108773,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",14,"0.000128708411"
"E07000208",64604,"Never married and never registered a civil partnership; measures: Value",21118,"0.326883784286"
"E07000208",64604,"Married or in a registered civil partnership; measures: Value",33895,"0.524657915919"
"E07000208",64604,"Married or in a registered civil partnership: Married; measures: Value",33794,"0.523094545229"
"E07000208",64604,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",33665,"0.521097764844"
"E07000208",64604,"Married or in a registered civil partnership: Married: Same sex; measures: Value",129,"0.001996780385"
"E07000208",64604,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",101,"0.001563370689"
"E07000208",64604,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",33,"0.000510804285"
"E07000208",64604,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",68,"0.001052566405"
"E07000208",64604,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1058,"0.016376694941"
"E07000208",64604,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1051,"0.016268342517"
"E07000208",64604,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",7,"0.000108352424"
"E07000208",64604,"Divorced or civil partnership dissolved; measures: Value",4823,"0.074654820135"
"E07000208",64604,"Divorced or civil partnership dissolved: Divorced; measures: Value",4816,"0.074546467711"
"E07000208",64604,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",7,"0.000108352424"
"E07000208",64604,"Widowed or surviving civil partnership partner; measures: Value",3710,"0.057426784719"
"E07000208",64604,"Widowed or surviving civil partnership partner: Widowed; measures: Value",3706,"0.057364869048"
"E07000208",64604,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",4,"0.000061915671"
"E07000209",119354,"Never married and never registered a civil partnership; measures: Value",46900,"0.392948707207"
"E07000209",119354,"Married or in a registered civil partnership; measures: Value",55450,"0.464584345728"
"E07000209",119354,"Married or in a registered civil partnership: Married; measures: Value",55211,"0.462581899224"
"E07000209",119354,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",54941,"0.460319721166"
"E07000209",119354,"Married or in a registered civil partnership: Married: Same sex; measures: Value",270,"0.002262178059"
"E07000209",119354,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",239,"0.002002446504"
"E07000209",119354,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",81,"0.000678653418"
"E07000209",119354,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",158,"0.001323793086"
"E07000209",119354,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2024,"0.016957957002"
"E07000209",119354,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2016,"0.016890929504"
"E07000209",119354,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",8,"0.000067027498"
"E07000209",119354,"Divorced or civil partnership dissolved; measures: Value",8894,"0.074517820936"
"E07000209",119354,"Divorced or civil partnership dissolved: Divorced; measures: Value",8874,"0.074350252191"
"E07000209",119354,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",20,"0.000167568745"
"E07000209",119354,"Widowed or surviving civil partnership partner; measures: Value",6086,"0.050991169127"
"E07000209",119354,"Widowed or surviving civil partnership partner: Widowed; measures: Value",6074,"0.050890627880"
"E07000209",119354,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",12,"0.000100541247"
"E07000210",72339,"Never married and never registered a civil partnership; measures: Value",21403,"0.295870830396"
"E07000210",72339,"Married or in a registered civil partnership; measures: Value",38003,"0.525345940641"
"E07000210",72339,"Married or in a registered civil partnership: Married; measures: Value",37888,"0.523756203431"
"E07000210",72339,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",37718,"0.521406157121"
"E07000210",72339,"Married or in a registered civil partnership: Married: Same sex; measures: Value",170,"0.002350046310"
"E07000210",72339,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",115,"0.001589737210"
"E07000210",72339,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",52,"0.000718837695"
"E07000210",72339,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",63,"0.000870899515"
"E07000210",72339,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1458,"0.020155103056"
"E07000210",72339,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1452,"0.020072160246"
"E07000210",72339,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",6,"0.000082942811"
"E07000210",72339,"Divorced or civil partnership dissolved; measures: Value",6420,"0.088748807697"
"E07000210",72339,"Divorced or civil partnership dissolved: Divorced; measures: Value",6408,"0.088582922075"
"E07000210",72339,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",12,"0.000165885622"
"E07000210",72339,"Widowed or surviving civil partnership partner; measures: Value",5055,"0.069879318210"
"E07000210",72339,"Widowed or surviving civil partnership partner: Widowed; measures: Value",5048,"0.069782551597"
"E07000210",72339,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",7,"0.000096766613"
"E07000211",120129,"Never married and never registered a civil partnership; measures: Value",39746,"0.330860991101"
"E07000211",120129,"Married or in a registered civil partnership; measures: Value",60734,"0.505573175503"
"E07000211",120129,"Married or in a registered civil partnership: Married; measures: Value",60485,"0.503500403733"
"E07000211",120129,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",60205,"0.501169576039"
"E07000211",120129,"Married or in a registered civil partnership: Married: Same sex; measures: Value",280,"0.002330827694"
"E07000211",120129,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",249,"0.002072771770"
"E07000211",120129,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",88,"0.000732545847"
"E07000211",120129,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",161,"0.001340225924"
"E07000211",120129,"Separated, but still legally married or still legally in a civil partnership; measures: Value",2329,"0.019387491780"
"E07000211",120129,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",2320,"0.019312572318"
"E07000211",120129,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",9,"0.000074919462"
"E07000211",120129,"Divorced or civil partnership dissolved; measures: Value",10185,"0.084783857353"
"E07000211",120129,"Divorced or civil partnership dissolved: Divorced; measures: Value",10162,"0.084592396507"
"E07000211",120129,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",23,"0.000191460846"
"E07000211",120129,"Widowed or surviving civil partnership partner; measures: Value",7135,"0.059394484263"
"E07000211",120129,"Widowed or surviving civil partnership partner: Widowed; measures: Value",7123,"0.059294591647"
"E07000211",120129,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",12,"0.000099892615"
"E07000212",72713,"Never married and never registered a civil partnership; measures: Value",28900,"0.397453000151"
"E07000212",72713,"Married or in a registered civil partnership; measures: Value",32209,"0.442960681034"
"E07000212",72713,"Married or in a registered civil partnership: Married; measures: Value",32097,"0.441420378749"
"E07000212",72713,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",31909,"0.438834871344"
"E07000212",72713,"Married or in a registered civil partnership: Married: Same sex; measures: Value",188,"0.002585507406"
"E07000212",72713,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",112,"0.001540302284"
"E07000212",72713,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",46,"0.000632624152"
"E07000212",72713,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",66,"0.000907678132"
"E07000212",72713,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1362,"0.018731175993"
"E07000212",72713,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1349,"0.018552390907"
"E07000212",72713,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",13,"0.000178785087"
"E07000212",72713,"Divorced or civil partnership dissolved; measures: Value",6214,"0.085459271382"
"E07000212",72713,"Divorced or civil partnership dissolved: Divorced; measures: Value",6201,"0.085280486295"
"E07000212",72713,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",13,"0.000178785087"
"E07000212",72713,"Widowed or surviving civil partnership partner; measures: Value",4028,"0.055395871440"
"E07000212",72713,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4024,"0.055340860644"
"E07000212",72713,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",4,"0.000055010796"
"E07000213",83362,"Never married and never registered a civil partnership; measures: Value",28519,"0.342110314052"
"E07000213",83362,"Married or in a registered civil partnership; measures: Value",40427,"0.484957174732"
"E07000213",83362,"Married or in a registered civil partnership: Married; measures: Value",40252,"0.482857896883"
"E07000213",83362,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",40019,"0.480062858377"
"E07000213",83362,"Married or in a registered civil partnership: Married: Same sex; measures: Value",233,"0.002795038507"
"E07000213",83362,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",175,"0.002099277848"
"E07000213",83362,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",58,"0.000695760658"
"E07000213",83362,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",117,"0.001403517190"
"E07000213",83362,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1797,"0.021556584535"
"E07000213",83362,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1787,"0.021436625801"
"E07000213",83362,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",10,"0.000119958734"
"E07000213",83362,"Divorced or civil partnership dissolved; measures: Value",7463,"0.089525203330"
"E07000213",83362,"Divorced or civil partnership dissolved: Divorced; measures: Value",7438,"0.089225306495"
"E07000213",83362,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",25,"0.000299896835"
"E07000213",83362,"Widowed or surviving civil partnership partner; measures: Value",5156,"0.061850723351"
"E07000213",83362,"Widowed or surviving civil partnership partner: Widowed; measures: Value",5153,"0.061814735731"
"E07000213",83362,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",3,"0.000035987620"
"E07000214",73783,"Never married and never registered a civil partnership; measures: Value",22223,"0.301194041988"
"E07000214",73783,"Married or in a registered civil partnership; measures: Value",39208,"0.531396121058"
"E07000214",73783,"Married or in a registered civil partnership: Married; measures: Value",39113,"0.530108561593"
"E07000214",73783,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",38938,"0.527736741526"
"E07000214",73783,"Married or in a registered civil partnership: Married: Same sex; measures: Value",175,"0.002371820067"
"E07000214",73783,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",95,"0.001287559465"
"E07000214",73783,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",22,"0.000298171666"
"E07000214",73783,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",73,"0.000989387799"
"E07000214",73783,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1399,"0.018961007278"
"E07000214",73783,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1396,"0.018920347506"
"E07000214",73783,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",3,"0.000040659773"
"E07000214",73783,"Divorced or civil partnership dissolved; measures: Value",6364,"0.086252930892"
"E07000214",73783,"Divorced or civil partnership dissolved: Divorced; measures: Value",6356,"0.086144504832"
"E07000214",73783,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",8,"0.000108426060"
"E07000214",73783,"Widowed or surviving civil partnership partner; measures: Value",4589,"0.062195898784"
"E07000214",73783,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4583,"0.062114579239"
"E07000214",73783,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",6,"0.000081319545"
"E07000215",70825,"Never married and never registered a civil partnership; measures: Value",22612,"0.319265795976"
"E07000215",70825,"Married or in a registered civil partnership; measures: Value",35741,"0.504638192729"
"E07000215",70825,"Married or in a registered civil partnership: Married; measures: Value",35622,"0.502957995058"
"E07000215",70825,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",35472,"0.500840098835"
"E07000215",70825,"Married or in a registered civil partnership: Married: Same sex; measures: Value",150,"0.002117896223"
"E07000215",70825,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",119,"0.001680197670"
"E07000215",70825,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",30,"0.000423579245"
"E07000215",70825,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",89,"0.001256618426"
"E07000215",70825,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1473,"0.020797740911"
"E07000215",70825,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1468,"0.020727144370"
"E07000215",70825,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",5,"0.000070596541"
"E07000215",70825,"Divorced or civil partnership dissolved; measures: Value",6445,"0.090998941052"
"E07000215",70825,"Divorced or civil partnership dissolved: Divorced; measures: Value",6434,"0.090843628662"
"E07000215",70825,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",11,"0.000155312390"
"E07000215",70825,"Widowed or surviving civil partnership partner; measures: Value",4554,"0.064299329333"
"E07000215",70825,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4550,"0.064242852100"
"E07000215",70825,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",4,"0.000056477233"
"E07000216",103635,"Never married and never registered a civil partnership; measures: Value",30988,"0.299010951898"
"E07000216",103635,"Married or in a registered civil partnership; measures: Value",55020,"0.530901722391"
"E07000216",103635,"Married or in a registered civil partnership: Married; measures: Value",54823,"0.529000820186"
"E07000216",103635,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",54644,"0.527273604477"
"E07000216",103635,"Married or in a registered civil partnership: Married: Same sex; measures: Value",179,"0.001727215709"
"E07000216",103635,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",197,"0.001900902205"
"E07000216",103635,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",82,"0.000791238481"
"E07000216",103635,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",115,"0.001109663724"
"E07000216",103635,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1986,"0.019163410045"
"E07000216",103635,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1980,"0.019105514546"
"E07000216",103635,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",6,"0.000057895499"
"E07000216",103635,"Divorced or civil partnership dissolved; measures: Value",8714,"0.084083562503"
"E07000216",103635,"Divorced or civil partnership dissolved: Divorced; measures: Value",8691,"0.083861629758"
"E07000216",103635,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",23,"0.000221932745"
"E07000216",103635,"Widowed or surviving civil partnership partner; measures: Value",6927,"0.066840353163"
"E07000216",103635,"Widowed or surviving civil partnership partner: Widowed; measures: Value",6918,"0.066753509915"
"E07000216",103635,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",9,"0.000086843248"
"E07000217",82981,"Never married and never registered a civil partnership; measures: Value",27379,"0.329942999000"
"E07000217",82981,"Married or in a registered civil partnership; measures: Value",42651,"0.513985129126"
"E07000217",82981,"Married or in a registered civil partnership: Married; measures: Value",42506,"0.512237741170"
"E07000217",82981,"Married or in a registered civil partnership: Married: Opposite sex; measures: Value",42273,"0.509429869488"
"E07000217",82981,"Married or in a registered civil partnership: Married: Same sex; measures: Value",233,"0.002807871681"
"E07000217",82981,"Married or in a registered civil partnership: In a registered civil partnership; measures: Value",145,"0.001747387956"
"E07000217",82981,"Married or in a registered civil partnership: In a registered civil partnership: Opposite sex; measures: Value",51,"0.000614598523"
"E07000217",82981,"Married or in a registered civil partnership: In a registered civil partnership: Same sex; measures: Value",94,"0.001132789434"
"E07000217",82981,"Separated, but still legally married or still legally in a civil partnership; measures: Value",1658,"0.019980477459"
"E07000217",82981,"Separated, but still legally married or still legally in a civil partnership: Separated, but still married; measures: Value",1643,"0.019799713187"
"E07000217",82981,"Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership; measures: Value",15,"0.000180764271"
"E07000217",82981,"Divorced or civil partnership dissolved; measures: Value",6762,"0.081488533520"
"E07000217",82981,"Divorced or civil partnership dissolved: Divorced; measures: Value",6749,"0.081331871151"
"E07000217",82981,"Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved; measures: Value",13,"0.000156662368"
"E07000217",82981,"Widowed or surviving civil partnership partner; measures: Value",4531,"0.054602860896"
"E07000217",82981,"Widowed or surviving civil partnership partner: Widowed; measures: Value",4530,"0.054590809944"
"E07000217",82981,"Widowed or surviving civil partnership partner: Surviving partner from civil partnership; measures: Value",1,"0.000012050951"
"E07000223",52950,"Never married and never registered a civil partnership; measures: Value",17748,"0.335184135977"
"E07000223",52950,"Married or in a registered civil partnership; measures: Value",24130,"0.455712936733"
