"icb22_code","total_attendances","attendances_over_4hours","total_emergency_admissions","emergency_admissions_over_4hours","pct_attendance_over_4hours","pct_emergency_admissions_over_4hours","date"
"E54000053",59773,14642,13665,3079,0.24,0.23,"March 2023"
"E54000062",78184,19725,19805,4792,0.25,0.24,"March 2023"
"E54000054",85441,18401,20310,7046,0.22,0.35,"March 2023"
"E54000040",26533,7235,8611,1535,0.27,0.18,"April 2023"
"E54000024",36995,3105,8447,804,0.08,0.1,"April 2023"
"E54000055",50865,14461,14786,4308,0.28,0.29,"April 2023"
"E54000039",30524,6250,10297,1933,0.2,0.19,"April 2023"
"E54000044",44276,11167,15405,1473,0.25,0.1,"April 2023"
"E54000056",30543,5239,7000,1987,0.17,0.28,"April 2023"
"E54000008",115697,30602,27270,8007,0.26,0.29,"April 2023"
"E54000036",16396,3826,3247,1083,0.23,0.33,"April 2023"
"E54000018",34520,7723,8078,1420,0.22,0.18,"April 2023"
"E54000050",128897,26015,34788,6055,0.2,0.17,"April 2023"
"E54000037",38231,8733,11207,2655,0.23,0.24,"April 2023"
"E54000041",21716,1333,7671,1149,0.06,0.15,"April 2023"
"E54000029",76571,22400,12640,4641,0.29,0.37,"April 2023"
"E54000034",22317,31,5397,1339,0,0.25,"April 2023"
"E54000043",17772,4339,3978,1096,0.24,0.28,"April 2023"
"E54000057",109088,33518,25657,7618,0.31,0.3,"April 2023"
"E54000042",58718,9927,16382,3661,0.17,0.22,"April 2023"
"E54000048",64758,14995,16247,5165,0.23,0.32,"April 2023"
"E54000019",21941,7640,6280,1544,0.35,0.25,"April 2023"
"E54000025",41295,13315,9230,1525,0.32,0.17,"April 2023"
"E54000051",59554,16773,16136,4075,0.28,0.25,"April 2023"
"E54000058",45963,11643,9053,1785,0.25,0.2,"April 2023"
"E54000032",83421,14912,18114,3323,0.18,0.18,"April 2023"
"E54000015",31424,8434,7931,2285,0.27,0.29,"April 2023"
"E54000013",25884,7285,4783,1552,0.28,0.32,"April 2023"
"E54000026",30449,9510,9008,2218,0.31,0.25,"April 2023"
"E54000022",33376,8522,8572,2834,0.26,0.33,"April 2023"
"E54000028",64722,18563,8945,3269,0.29,0.37,"April 2023"
"E54000027",92623,9231,15928,3392,0.1,0.21,"April 2023"
"E54000059",27809,3405,4896,2250,0.12,0.46,"April 2023"
"E54000060",36506,3757,10515,1995,0.1,0.19,"April 2023"
"E54000030",74211,19421,12648,3715,0.26,0.29,"April 2023"
"E54000011",15099,5612,4553,1116,0.37,0.25,"April 2023"
"E54000038",20235,4181,4747,471,0.21,0.1,"April 2023"
"E54000031",54168,12015,8708,3057,0.22,0.35,"April 2023"
"E54000061",53118,11352,17617,2499,0.21,0.14,"April 2023"
"E54000010",21240,6361,7959,1736,0.3,0.22,"April 2023"
"E54000023",30740,5921,7955,1543,0.19,0.19,"April 2023"
"E54000052",30847,7747,10081,1417,0.25,0.14,"April 2023"
"E54000053",57412,12528,13026,2358,0.22,0.18,"April 2023"
"E54000062",73793,16351,18136,2808,0.22,0.15,"April 2023"
"E54000054",79741,15160,18858,4741,0.19,0.25,"April 2023"
"E54000040",28951,8230,9505,1621,0.28,0.17,"May 2023"
"E54000024",40400,3659,9182,831,0.09,0.09,"May 2023"
"E54000055",56727,16102,16423,4607,0.28,0.28,"May 2023"
"E54000039",35584,8921,10881,2308,0.25,0.21,"May 2023"
"E54000044",48829,12833,16799,1674,0.26,0.1,"May 2023"
"E54000056",33924,6486,7663,1182,0.19,0.15,"May 2023"
"E54000008",123958,32572,29440,8533,0.26,0.29,"May 2023"
"E54000036",18667,3905,3272,984,0.21,0.3,"May 2023"
"E54000018",36772,9364,8209,1189,0.25,0.14,"May 2023"
"E54000050",143106,28978,37270,6249,0.2,0.17,"May 2023"
"E54000037",42190,10052,12003,3178,0.24,0.26,"May 2023"
"E54000041",26203,1736,8474,1007,0.07,0.12,"May 2023"
"E54000029",85490,28419,14451,3899,0.33,0.27,"May 2023"
"E54000034",24819,63,6030,2086,0,0.35,"May 2023"
"E54000043",19949,4986,4020,1482,0.25,0.37,"May 2023"
"E54000057",122628,37070,28643,7944,0.3,0.28,"May 2023"
"E54000042",64917,10962,17325,3353,0.17,0.19,"May 2023"
"E54000048",72230,16189,17519,5393,0.22,0.31,"May 2023"
"E54000019",24862,8876,6665,1623,0.36,0.24,"May 2023"
"E54000025",45779,14577,9806,1785,0.32,0.18,"May 2023"
"E54000051",64284,18656,17570,4537,0.29,0.26,"May 2023"
"E54000058",50816,12689,9721,2278,0.25,0.23,"May 2023"
"E54000032",91595,16636,19357,3895,0.18,0.2,"May 2023"
"E54000015",35493,10386,8323,2557,0.29,0.31,"May 2023"
"E54000013",27681,8219,5133,1617,0.3,0.32,"May 2023"
"E54000026",33628,10507,10214,2268,0.31,0.22,"May 2023"
"E54000022",34515,10038,9136,3344,0.29,0.37,"May 2023"
"E54000028",70449,20680,9066,3944,0.29,0.44,"May 2023"
"E54000027",102848,9880,17254,3253,0.1,0.19,"May 2023"
"E54000059",29875,3859,5138,2208,0.13,0.43,"May 2023"
"E54000060",39913,4672,11505,3267,0.12,0.28,"May 2023"
"E54000030",81618,21110,13616,3718,0.26,0.27,"May 2023"
"E54000011",17071,6009,4811,1081,0.35,0.22,"May 2023"
"E54000038",22519,4807,4779,365,0.21,0.08,"May 2023"
"E54000031",59152,14077,9336,3613,0.24,0.39,"May 2023"
"E54000061",58010,11284,19050,2823,0.19,0.15,"May 2023"
"E54000010",23493,7196,8544,1739,0.31,0.2,"May 2023"
"E54000023",33565,6668,8354,1793,0.2,0.21,"May 2023"
"E54000052",33890,8785,10759,1798,0.26,0.17,"May 2023"
"E54000053",64295,13758,14030,2419,0.21,0.17,"May 2023"
"E54000062",81326,18605,19778,3427,0.23,0.17,"May 2023"
"E54000054",89328,17224,20475,5631,0.19,0.28,"May 2023"
"E54000040",29127,8046,9364,1407,0.28,0.15,"June 2023"
"E54000024",42917,9839,8858,691,0.23,0.08,"June 2023"
"E54000055",54759,16766,16626,4688,0.31,0.28,"June 2023"
"E54000039",34527,7529,10764,1707,0.22,0.16,"June 2023"
"E54000044",51258,13984,16715,1656,0.27,0.1,"June 2023"
"E54000056",34724,11496,7642,2217,0.33,0.29,"June 2023"
"E54000008",123887,31642,29750,8580,0.26,0.29,"June 2023"
"E54000036",19463,4004,3354,971,0.21,0.29,"June 2023"
"E54000018",37570,9814,7799,949,0.26,0.12,"June 2023"
"E54000050",136814,30745,37023,5259,0.22,0.14,"June 2023"
"E54000037",43335,16167,12100,2662,0.37,0.22,"June 2023"
"E54000041",25876,8268,8362,662,0.32,0.08,"June 2023"
"E54000029",82764,26508,14794,3332,0.32,0.23,"June 2023"
"E54000034",24904,9740,6086,1728,0.39,0.28,"June 2023"
"E54000043",20607,5335,4258,1533,0.26,0.36,"June 2023"
"E54000057",119288,34769,27576,6983,0.29,0.25,"June 2023"
"E54000042",63974,15214,17114,2774,0.24,0.16,"June 2023"
"E54000048",71791,16637,15952,4959,0.23,0.31,"June 2023"
"E54000019",25204,8762,6618,1564,0.35,0.24,"June 2023"
"E54000025",46090,14824,9591,1679,0.32,0.18,"June 2023"
"E54000051",62881,18720,17103,4084,0.3,0.24,"June 2023"
"E54000058",50324,12464,9735,1848,0.25,0.19,"June 2023"
"E54000032",90452,16044,19369,3902,0.18,0.2,"June 2023"
"E54000015",34762,9233,8184,2290,0.27,0.28,"June 2023"
"E54000013",27439,8359,5281,1886,0.3,0.36,"June 2023"
"E54000026",33680,10854,9911,2440,0.32,0.25,"June 2023"
"E54000022",34742,9532,8770,3086,0.27,0.35,"June 2023"
"E54000028",69743,18985,9264,3445,0.27,0.37,"June 2023"
"E54000027",104205,21668,17015,3018,0.21,0.18,"June 2023"
"E54000059",30134,8492,5203,2087,0.28,0.4,"June 2023"
"E54000060",38733,13407,11190,2372,0.35,0.21,"June 2023"
"E54000030",79821,19790,13677,3285,0.25,0.24,"June 2023"
"E54000011",17075,6177,4824,1098,0.36,0.23,"June 2023"
"E54000038",21827,5432,4831,450,0.25,0.09,"June 2023"
"E54000031",59165,15888,9131,3718,0.27,0.41,"June 2023"
"E54000061",57446,15988,18848,2757,0.28,0.15,"June 2023"
"E54000010",23015,7177,8545,1755,0.31,0.21,"June 2023"
"E54000023",33273,8995,8209,1649,0.27,0.2,"June 2023"
"E54000052",33451,9436,10560,1783,0.28,0.17,"June 2023"
"E54000053",63489,13428,13895,2108,0.21,0.15,"June 2023"
"E54000062",78965,19742,19528,3404,0.25,0.17,"June 2023"
"E54000054",87453,22134,19812,5374,0.25,0.27,"June 2023"
"E54000040",28305,7304,9703,1245,0.26,0.13,"July 2023"
"E54000024",39268,8937,8927,773,0.23,0.09,"July 2023"
"E54000055",55692,16620,17067,4925,0.3,0.29,"July 2023"
"E54000039",32711,6785,10660,1153,0.21,0.11,"July 2023"
"E54000044",48924,12284,16904,1201,0.25,0.07,"July 2023"
"E54000056",34413,10624,7875,1749,0.31,0.22,"July 2023"
"E54000008",120662,31617,29882,9015,0.26,0.3,"July 2023"
"E54000036",19627,4124,3536,1004,0.21,0.28,"July 2023"
"E54000018",36004,9090,8112,972,0.25,0.12,"July 2023"
"E54000050",137206,29778,37074,5326,0.22,0.14,"July 2023"
"E54000037",43716,15837,13318,2146,0.36,0.16,"July 2023"
"E54000041",26364,8829,8191,286,0.33,0.03,"July 2023"
"E54000029",81702,24675,15594,2764,0.3,0.18,"July 2023"
"E54000034",24728,8122,6180,1351,0.33,0.22,"July 2023"
"E54000043",19832,4787,4055,1297,0.24,0.32,"July 2023"
"E54000057",118859,36277,28131,8534,0.31,0.3,"July 2023"
"E54000042",63977,15571,20516,3217,0.24,0.16,"July 2023"
"E54000048",71710,16140,17312,4957,0.23,0.29,"July 2023"
"E54000019",24671,8730,6813,1434,0.35,0.21,"July 2023"
"E54000025",45034,14564,9297,2005,0.32,0.22,"July 2023"
"E54000051",63833,18707,17375,3573,0.29,0.21,"July 2023"
"E54000058",49913,10999,9961,1416,0.22,0.14,"July 2023"
"E54000032",90057,16506,19687,3783,0.18,0.19,"July 2023"
"E54000015",32587,8284,8429,2048,0.25,0.24,"July 2023"
"E54000013",28189,8300,5145,1847,0.29,0.36,"July 2023"
"E54000026",33198,9483,9872,2655,0.29,0.27,"July 2023"
"E54000022",35542,9142,8700,2725,0.26,0.31,"July 2023"
"E54000028",67878,17773,9688,2928,0.26,0.3,"July 2023"
"E54000027",100697,20016,17375,2233,0.2,0.13,"July 2023"
"E54000059",29665,8235,5334,2119,0.28,0.4,"July 2023"
"E54000060",39225,13067,11503,2851,0.33,0.25,"July 2023"
"E54000030",78823,19809,13616,3137,0.25,0.23,"July 2023"
"E54000011",16854,6398,4842,1338,0.38,0.28,"July 2023"
"E54000038",21762,4523,4757,311,0.21,0.07,"July 2023"
"E54000031",57244,13046,9385,2927,0.23,0.31,"July 2023"
"E54000061",57193,16326,19054,2779,0.29,0.15,"July 2023"
"E54000010",22412,6810,8709,1743,0.3,0.2,"July 2023"
"E54000023",33894,8469,8394,1601,0.25,0.19,"July 2023"
"E54000052",33457,8547,10454,1639,0.26,0.16,"July 2023"
"E54000053",64066,13359,14130,1676,0.21,0.12,"July 2023"
"E54000062",77738,18852,19242,3882,0.24,0.2,"July 2023"
"E54000054",87268,23580,20367,4954,0.27,0.24,"July 2023"
"E54000040",27595,6858,9514,1266,0.25,0.13,"August 2023"
"E54000024",37320,8618,8380,791,0.23,0.09,"August 2023"
"E54000055",51510,15197,16726,4696,0.3,0.28,"August 2023"
"E54000039",32615,7577,10675,1565,0.23,0.15,"August 2023"
"E54000044",47053,12031,16554,1629,0.26,0.1,"August 2023"
"E54000056",33095,11113,7621,2067,0.34,0.27,"August 2023"
"E54000008",119167,31665,29983,8140,0.27,0.27,"August 2023"
"E54000036",20460,4148,3390,1005,0.2,0.3,"August 2023"
"E54000018",34689,9595,8046,1345,0.28,0.17,"August 2023"
"E54000050",131077,27766,36586,5491,0.21,0.15,"August 2023"
"E54000037",43336,15865,13102,2695,0.37,0.21,"August 2023"
"E54000041",26777,8477,8252,170,0.32,0.02,"August 2023"
"E54000029",76066,22465,15379,3336,0.3,0.22,"August 2023"
"E54000034",23458,7760,5875,1427,0.33,0.24,"August 2023"
"E54000043",19134,5302,4128,1313,0.28,0.32,"August 2023"
"E54000057",111976,35668,27804,8870,0.32,0.32,"August 2023"
"E54000042",62203,15049,17546,3096,0.24,0.18,"August 2023"
"E54000048",70334,16334,17618,5153,0.23,0.29,"August 2023"
"E54000019",23687,8807,6748,1572,0.37,0.23,"August 2023"
"E54000025",42708,14368,9207,1933,0.34,0.21,"August 2023"
"E54000051",61968,18534,17373,4265,0.3,0.25,"August 2023"
"E54000058",47725,11667,9794,1613,0.24,0.16,"August 2023"
"E54000032",86838,17012,19079,3670,0.2,0.19,"August 2023"
"E54000015",32046,8227,8570,2332,0.26,0.27,"August 2023"
"E54000013",27282,8787,5101,1951,0.32,0.38,"August 2023"
"E54000026",32395,10530,9955,2422,0.33,0.24,"August 2023"
"E54000022",34815,9965,8681,3302,0.29,0.38,"August 2023"
"E54000028",64077,17490,9178,3507,0.27,0.38,"August 2023"
"E54000027",94891,20631,16765,3134,0.22,0.19,"August 2023"
"E54000059",28104,8111,5235,2084,0.29,0.4,"August 2023"
"E54000060",37218,12371,11314,2174,0.33,0.19,"August 2023"
"E54000030",74507,19682,13361,3237,0.26,0.24,"August 2023"
"E54000011",16038,6177,4809,1296,0.39,0.27,"August 2023"
"E54000038",21509,5168,5037,579,0.24,0.11,"August 2023"
"E54000031",53745,12028,9331,3264,0.22,0.35,"August 2023"
"E54000061",53727,16790,18551,3265,0.31,0.18,"August 2023"
"E54000010",21673,6808,8497,1548,0.31,0.18,"August 2023"
"E54000023",33063,9801,8159,3280,0.3,0.4,"August 2023"
"E54000052",31909,9562,10488,2123,0.3,0.2,"August 2023"
"E54000053",62708,13899,13879,2280,0.22,0.16,"August 2023"
"E54000062",72411,18201,18659,5043,0.25,0.27,"August 2023"
"E54000054",83241,22850,19502,6186,0.27,0.32,"August 2023"
"E54000040",28444,7778,9466,1460,0.27,0.15,"September 2023"
"E54000024",38612,9806,8924,786,0.25,0.09,"September 2023"
"E54000055",52948,16148,16303,4728,0.3,0.29,"September 2023"
"E54000039",34513,9691,10794,1948,0.28,0.18,"September 2023"
"E54000044",49600,14679,17104,1842,0.3,0.11,"September 2023"
"E54000056",34085,11243,7790,1958,0.33,0.25,"September 2023"
"E54000008",122785,35275,29816,8642,0.29,0.29,"September 2023"
"E54000036",18483,3928,3261,1015,0.21,0.31,"September 2023"
"E54000018",35659,10108,8367,1191,0.28,0.14,"September 2023"
"E54000050",132936,30433,36620,6364,0.23,0.17,"September 2023"
"E54000037",41419,14864,12783,3076,0.36,0.24,"September 2023"
"E54000041",25324,8366,8138,267,0.33,0.03,"September 2023"
"E54000029",78747,24454,15672,3771,0.31,0.24,"September 2023"
"E54000034",24812,8634,6031,1834,0.35,0.3,"September 2023"
"E54000043",19812,5346,4192,1360,0.27,0.32,"September 2023"
"E54000057",118242,39476,28100,8963,0.33,0.32,"September 2023"
"E54000042",63651,17692,17028,3662,0.28,0.22,"September 2023"
"E54000048",71652,17240,16659,5225,0.24,0.31,"September 2023"
"E54000019",24301,9259,6918,1475,0.38,0.21,"September 2023"
"E54000025",45341,14985,9187,2144,0.33,0.23,"September 2023"
"E54000051",61767,19695,17339,4341,0.32,0.25,"September 2023"
"E54000058",49203,11876,9867,1810,0.24,0.18,"September 2023"
"E54000032",90304,17097,19163,3875,0.19,0.2,"September 2023"
"E54000015",34129,10035,8642,2517,0.29,0.29,"September 2023"
"E54000013",26945,8611,4909,1879,0.32,0.38,"September 2023"
"E54000026",32995,10850,9781,2715,0.33,0.28,"September 2023"
"E54000022",34273,9786,8639,2745,0.29,0.32,"September 2023"
"E54000028",67436,20423,9264,3620,0.3,0.39,"September 2023"
"E54000027",99437,23953,15965,3505,0.24,0.22,"September 2023"
"E54000059",28853,8573,5138,2253,0.3,0.44,"September 2023"
"E54000060",39112,14998,11451,2205,0.38,0.19,"September 2023"
"E54000030",77643,22563,12888,3818,0.29,0.3,"September 2023"
"E54000011",16265,6359,4765,1504,0.39,0.32,"September 2023"
"E54000038",21337,5861,4839,672,0.27,0.14,"September 2023"
"E54000031",57006,14205,9329,3412,0.25,0.37,"September 2023"
"E54000061",55470,16234,18096,2943,0.29,0.16,"September 2023"
"E54000010",22428,6750,8484,1716,0.3,0.2,"September 2023"
"E54000023",33261,9477,8125,2532,0.28,0.31,"September 2023"
"E54000052",32981,9256,10018,1959,0.28,0.2,"September 2023"
"E54000053",62845,14302,13911,2536,0.23,0.18,"September 2023"
"E54000062",73634,19066,18721,5185,0.26,0.28,"September 2023"
"E54000054",87051,24909,19546,6334,0.29,0.32,"September 2023"
"E54000040",28720,8480,9864,1714,0.3,0.17,"October 2023"
"E54000024",40121,9665,9715,672,0.24,0.07,"October 2023"
"E54000055",55370,17530,17302,4874,0.32,0.28,"October 2023"
"E54000039",35678,10775,11465,2583,0.3,0.23,"October 2023"
"E54000044",50938,16026,17912,2327,0.31,0.13,"October 2023"
"E54000056",34500,13078,8116,2593,0.38,0.32,"October 2023"
"E54000008",127611,38631,31639,9255,0.3,0.29,"October 2023"
"E54000036",17246,3715,3192,1118,0.22,0.35,"October 2023"
"E54000018",37897,11182,8677,1436,0.3,0.17,"October 2023"
"E54000050",138346,34065,38629,7147,0.25,0.19,"October 2023"
"E54000037",41548,15497,13048,3199,0.37,0.25,"October 2023"
"E54000041",25069,8342,8602,226,0.33,0.03,"October 2023"
"E54000029",80520,24114,16306,3909,0.3,0.24,"October 2023"
"E54000034",24591,8989,6560,2128,0.37,0.32,"October 2023"
"E54000043",20141,5640,4435,1386,0.28,0.31,"October 2023"
"E54000057",123885,43657,29341,10329,0.35,0.35,"October 2023"
"E54000042",64413,18974,17907,3823,0.29,0.21,"October 2023"
"E54000048",72272,18174,18659,5552,0.25,0.3,"October 2023"
"E54000019",24699,9542,7225,1517,0.39,0.21,"October 2023"
"E54000025",45709,15652,9442,2428,0.34,0.26,"October 2023"
"E54000051",64561,21143,18401,5239,0.33,0.28,"October 2023"
"E54000058",51086,13541,10156,2344,0.27,0.23,"October 2023"
"E54000032",90852,17702,19763,4451,0.19,0.23,"October 2023"
"E54000015",35701,10634,8792,2814,0.3,0.32,"October 2023"
"E54000013",27247,8629,5154,2112,0.32,0.41,"October 2023"
"E54000026",33654,11340,10158,3354,0.34,0.33,"October 2023"
"E54000022",34239,9763,8934,2758,0.29,0.31,"October 2023"
"E54000028",69199,21174,9564,3978,0.31,0.42,"October 2023"
"E54000027",97749,24038,17598,3981,0.25,0.23,"October 2023"
"E54000059",30359,9463,5350,2524,0.31,0.47,"October 2023"
"E54000060",41101,16701,12365,2626,0.41,0.21,"October 2023"
"E54000030",78170,24367,11344,4377,0.31,0.39,"October 2023"
"E54000011",16336,6339,5079,1530,0.39,0.3,"October 2023"
"E54000038",21472,5565,5345,454,0.26,0.08,"October 2023"
"E54000031",57697,15241,9604,3968,0.26,0.41,"October 2023"
"E54000061",58036,18411,19590,4124,0.32,0.21,"October 2023"
"E54000010",23299,8082,9107,1983,0.35,0.22,"October 2023"
"E54000023",33996,10686,8482,3658,0.31,0.43,"October 2023"
"E54000052",33877,11373,10410,2616,0.34,0.25,"October 2023"
"E54000053",63221,14997,14054,2953,0.24,0.21,"October 2023"
"E54000062",78293,21360,19931,7040,0.27,0.35,"October 2023"
"E54000054",90199,28102,20369,7826,0.31,0.38,"October 2023"
"E54000040",27975,7896,10090,1714,0.28,0.17,"November 2023"
"E54000024",39964,9210,9775,725,0.23,0.07,"November 2023"
"E54000055",54410,17318,17656,4896,0.32,0.28,"November 2023"
"E54000039",34059,10442,11548,2698,0.31,0.23,"November 2023"
"E54000044",50539,16588,18066,2385,0.33,0.13,"November 2023"
"E54000056",34312,14269,7102,2506,0.42,0.35,"November 2023"
"E54000008",120055,37336,30459,9399,0.31,0.31,"November 2023"
"E54000036",15954,3644,3308,1142,0.23,0.35,"November 2023"
"E54000018",36282,10871,8630,1598,0.3,0.19,"November 2023"
"E54000050",134988,34075,38559,7107,0.25,0.18,"November 2023"
"E54000037",39189,14565,13295,2907,0.37,0.22,"November 2023"
"E54000041",24121,7762,8706,1319,0.32,0.15,"November 2023"
"E54000029",79882,24715,16300,4026,0.31,0.25,"November 2023"
"E54000034",24688,9301,6704,2358,0.38,0.35,"November 2023"
"E54000043",18600,5273,4556,1399,0.28,0.31,"November 2023"
"E54000057",120875,43327,29208,10562,0.36,0.36,"November 2023"
"E54000042",60684,18204,17847,3725,0.3,0.21,"November 2023"
"E54000048",68418,17368,18644,4814,0.25,0.26,"November 2023"
"E54000019",23174,9081,7326,1939,0.39,0.26,"November 2023"
"E54000025",44669,15500,9341,2491,0.35,0.27,"November 2023"
"E54000051",61901,19809,18131,5297,0.32,0.29,"November 2023"
"E54000058",47710,13073,9943,2523,0.27,0.25,"November 2023"
"E54000032",91490,19095,19441,5307,0.21,0.27,"November 2023"
"E54000015",36035,11419,8966,3025,0.32,0.34,"November 2023"
"E54000013",27383,8161,5309,1692,0.3,0.32,"November 2023"
"E54000026",33233,11293,9703,3091,0.34,0.32,"November 2023"
"E54000022",33536,9325,9248,2267,0.28,0.25,"November 2023"
"E54000028",69247,22942,9484,4119,0.33,0.43,"November 2023"
"E54000027",97688,24740,17538,3742,0.25,0.21,"November 2023"
"E54000059",30420,9260,5465,2461,0.3,0.45,"November 2023"
"E54000060",38822,16278,12568,2640,0.42,0.21,"November 2023"
"E54000030",79017,24478,11257,4887,0.31,0.43,"November 2023"
"E54000011",15293,6160,5014,1333,0.4,0.27,"November 2023"
"E54000038",20596,5286,5437,350,0.26,0.06,"November 2023"
"E54000031",58580,16955,9747,3816,0.29,0.39,"November 2023"
"E54000061",57397,17600,19742,3905,0.31,0.2,"November 2023"
"E54000010",21392,7554,8752,1737,0.35,0.2,"November 2023"
"E54000023",33265,10157,9001,2386,0.31,0.27,"November 2023"
"E54000052",33496,11850,10230,2739,0.35,0.27,"November 2023"
"E54000053",61148,15244,13802,3909,0.25,0.28,"November 2023"
"E54000062",75438,20007,19672,7826,0.27,0.4,"November 2023"
"E54000054",86197,26691,20066,7510,0.31,0.37,"November 2023"
"E54000040",28817,7957,10248,1693,0.28,0.17,"December 2023"
"E54000024",41117,10086,9751,880,0.25,0.09,"December 2023"
"E54000055",56614,17996,17254,4874,0.32,0.28,"December 2023"
"E54000039",32327,9606,11294,2523,0.3,0.22,"December 2023"
"E54000044",47173,15464,17908,2664,0.33,0.15,"December 2023"
"E54000056",33146,13165,7975,2467,0.4,0.31,"December 2023"
"E54000008",120891,36977,30241,9569,0.31,0.32,"December 2023"
"E54000036",15976,4111,3331,1132,0.26,0.34,"December 2023"
"E54000018",36730,10864,8727,1484,0.3,0.17,"December 2023"
"E54000050",141008,36801,38512,7318,0.26,0.19,"December 2023"
"E54000037",38836,14179,13408,3156,0.37,0.24,"December 2023"
"E54000041",24873,8464,8315,1664,0.34,0.2,"December 2023"
"E54000029",82628,24484,16531,3672,0.3,0.22,"December 2023"
"E54000034",23939,9978,6838,2015,0.42,0.29,"December 2023"
"E54000043",18788,4945,4690,1406,0.26,0.3,"December 2023"
"E54000057",119231,45532,28643,10925,0.38,0.38,"December 2023"
"E54000042",60534,18052,17886,3780,0.3,0.21,"December 2023"
"E54000048",69426,17487,19004,5039,0.25,0.27,"December 2023"
"E54000019",22768,9740,7416,2071,0.43,0.28,"December 2023"
"E54000025",45044,16867,9386,2593,0.37,0.28,"December 2023"
"E54000051",63211,21100,18395,5317,0.33,0.29,"December 2023"
"E54000058",48775,12813,9810,2932,0.26,0.3,"December 2023"
"E54000032",91455,20853,18125,5102,0.23,0.28,"December 2023"
"E54000015",35604,9517,8881,2537,0.27,0.29,"December 2023"
"E54000013",27786,8244,5311,1965,0.3,0.37,"December 2023"
"E54000026",33517,11669,10054,3259,0.35,0.32,"December 2023"
"E54000022",34963,9576,9922,1968,0.27,0.2,"December 2023"
"E54000028",69640,24077,9766,4486,0.35,0.46,"December 2023"
"E54000027",97000,24781,17961,4048,0.26,0.23,"December 2023"
"E54000059",30494,9273,5455,2666,0.3,0.49,"December 2023"
"E54000060",38568,15933,12054,2767,0.41,0.23,"December 2023"
"E54000030",79961,24936,11218,4518,0.31,0.4,"December 2023"
"E54000011",15399,6233,5137,1612,0.4,0.31,"December 2023"
"E54000038",20887,5571,5342,760,0.27,0.14,"December 2023"
"E54000031",59317,15997,9851,3945,0.27,0.4,"December 2023"
"E54000061",57234,19644,19643,4586,0.34,0.23,"December 2023"
"E54000010",21637,7743,8717,1816,0.36,0.21,"December 2023"
"E54000023",34272,10313,9854,2465,0.3,0.25,"December 2023"
"E54000052",33085,11220,9961,2903,0.34,0.29,"December 2023"
"E54000053",61715,15421,14102,3233,0.25,0.23,"December 2023"
"E54000062",76955,21425,19917,6948,0.28,0.35,"December 2023"
"E54000054",87891,26901,20277,7524,0.31,0.37,"December 2023"
"E54000040",29180,8423,10289,1890,0.29,0.18,"January 2024"
"E54000024",41375,10194,9881,1038,0.25,0.11,"January 2024"
"E54000055",55907,17633,19347,4869,0.32,0.25,"January 2024"
"E54000039",34670,9969,12099,2791,0.29,0.23,"January 2024"
"E54000044",49663,14989,18674,2689,0.3,0.14,"January 2024"
"E54000056",34396,13478,8498,2811,0.39,0.33,"January 2024"
"E54000008",125044,38885,31299,10477,0.31,0.33,"January 2024"
"E54000036",16538,4078,3381,1249,0.25,0.37,"January 2024"
"E54000018",37625,11159,9089,1789,0.3,0.2,"January 2024"
"E54000050",140240,36284,40086,7696,0.26,0.19,"January 2024"
"E54000037",39527,14856,13251,3046,0.38,0.23,"January 2024"
"E54000041",25197,7927,8972,2029,0.31,0.23,"January 2024"
"E54000029",88723,23493,16460,3190,0.26,0.19,"January 2024"
"E54000034",29269,10241,6789,2970,0.35,0.44,"January 2024"
"E54000043",18673,5351,4609,1365,0.29,0.3,"January 2024"
"E54000057",121954,46991,28708,12135,0.39,0.42,"January 2024"
"E54000042",62542,17882,17695,4188,0.29,0.24,"January 2024"
"E54000048",72328,18379,18110,5065,0.25,0.28,"January 2024"
"E54000019",23300,9655,7821,2122,0.41,0.27,"January 2024"
"E54000025",46690,15048,9982,2941,0.32,0.29,"January 2024"
"E54000051",64604,21191,18817,5784,0.33,0.31,"January 2024"
"E54000058",49427,12753,10232,2981,0.26,0.29,"January 2024"
"E54000032",93809,20954,18363,5576,0.22,0.3,"January 2024"
"E54000015",36947,9789,9360,2944,0.26,0.31,"January 2024"
"E54000013",28166,8433,5588,2110,0.3,0.38,"January 2024"
"E54000026",33738,11021,10274,3385,0.33,0.33,"January 2024"
"E54000022",35941,10793,9475,2560,0.3,0.27,"January 2024"
"E54000028",69822,22445,9374,4469,0.32,0.48,"January 2024"
"E54000027",100013,21865,17350,4160,0.22,0.24,"January 2024"
"E54000059",30382,8994,5490,2659,0.3,0.48,"January 2024"
"E54000060",39072,15328,11759,2661,0.39,0.23,"January 2024"
"E54000030",81712,23843,11226,5095,0.29,0.45,"January 2024"
"E54000011",15507,6287,5331,1350,0.41,0.25,"January 2024"
"E54000038",21273,5853,5259,963,0.28,0.18,"January 2024"
"E54000031",59438,16001,9818,4215,0.27,0.43,"January 2024"
"E54000061",57824,19653,19487,4601,0.34,0.24,"January 2024"
"E54000010",22277,7981,9271,2009,0.36,0.22,"January 2024"
"E54000023",35318,10761,9981,2850,0.3,0.29,"January 2024"
"E54000052",33381,11004,10380,2731,0.33,0.26,"January 2024"
"E54000053",62271,14607,13983,3444,0.23,0.25,"January 2024"
"E54000062",77745,21310,20463,7725,0.27,0.38,"January 2024"
