"nhs_trust22_code","date","discharged_by_1700","discharged_between_1701_2359","discharged_total"
"RXL",2022-12-05,9,24,33
"RXL",2022-12-06,19,21,40
"RXL",2022-12-07,33,30,63
"RXL",2022-12-08,30,29,59
"RXL",2022-12-09,29,28,57
"RXL",2022-12-10,25,37,62
"RXL",2022-12-11,8,19,27
"RXL",2022-12-12,14,14,28
"RXL",2022-12-13,25,25,50
"RXL",2022-12-14,28,25,53
"RXL",2022-12-15,23,29,52
"RXL",2022-12-16,21,32,53
"RXL",2022-12-17,27,44,71
"RXL",2022-12-18,11,16,27
"RXL",2022-12-19,15,15,30
"RXL",2022-12-20,19,21,40
"RXL",2022-12-21,28,26,54
"RXL",2022-12-22,35,28,63
"RXL",2022-12-23,26,42,68
"RXL",2022-12-24,37,38,75
"RXL",2022-12-25,31,28,59
"RXL",2022-12-26,14,9,23
"RXL",2022-12-27,14,11,25
"RXL",2022-12-28,10,20,30
"RXL",2022-12-29,19,23,42
"RXL",2022-12-30,35,23,58
"RXL",2022-12-31,24,31,55
"RXN",2022-12-01,74,54,128
"RXN",2022-12-02,79,79,158
"RXN",2022-12-03,46,20,66
"RXN",2022-12-04,29,20,49
"RXN",2022-12-05,44,58,102
"RXN",2022-12-06,63,50,113
"RXN",2022-12-07,53,74,127
"RXN",2022-12-08,61,57,118
"RXN",2022-12-09,75,80,155
"RXN",2022-12-10,51,39,90
"RXN",2022-12-11,37,20,57
"RXN",2022-12-12,33,55,88
"RXN",2022-12-13,42,53,95
"RXN",2022-12-14,58,36,94
"RXN",2022-12-15,70,52,122
"RXN",2022-12-16,46,73,119
"RXN",2022-12-17,46,25,71
"RXN",2022-12-18,28,25,53
"RXN",2022-12-19,51,70,121
"RXN",2022-12-20,53,78,131
"RXN",2022-12-21,69,58,127
"RXN",2022-12-22,66,74,140
"RXN",2022-12-23,88,74,162
"RXN",2022-12-24,54,45,99
"RXN",2022-12-25,32,25,57
"RXN",2022-12-26,34,14,48
"RXN",2022-12-27,24,16,40
"RXN",2022-12-28,39,48,87
"RXN",2022-12-29,69,51,120
"RXN",2022-12-30,82,90,172
"RXN",2022-12-31,56,25,81
"RXR",2022-12-01,48,24,72
"RXR",2022-12-02,43,45,88
"RXR",2022-12-03,45,33,78
"RXR",2022-12-04,33,13,46
"RXR",2022-12-05,46,39,85
"RXR",2022-12-06,62,45,107
"RXR",2022-12-07,68,48,116
"RXR",2022-12-08,48,48,96
"RXR",2022-12-09,54,51,105
"RXR",2022-12-10,44,30,74
"RXR",2022-12-11,30,36,66
"RXR",2022-12-12,34,28,62
"RXR",2022-12-13,57,52,109
"RXR",2022-12-14,55,44,99
"RXR",2022-12-15,62,38,100
"RXR",2022-12-16,74,36,110
"RXR",2022-12-17,39,29,68
"RXR",2022-12-18,27,30,57
"RXR",2022-12-19,47,41,88
"RXR",2022-12-20,62,70,132
"RXR",2022-12-21,55,46,101
"RXR",2022-12-22,63,48,111
"RXR",2022-12-23,75,65,140
"RXR",2022-12-24,45,47,92
"RXR",2022-12-25,42,22,64
"RXR",2022-12-26,27,26,53
"RXR",2022-12-27,43,29,72
"RXR",2022-12-28,58,34,92
"RXR",2022-12-29,54,32,86
"RXR",2022-12-30,56,43,99
"RXR",2022-12-31,38,26,64
"R1F",2022-12-01,10,6,16
"R1F",2022-12-02,9,13,22
"R1F",2022-12-03,15,7,22
"R1F",2022-12-04,8,8,16
"R1F",2022-12-05,8,2,10
"R1F",2022-12-06,2,9,11
"R1F",2022-12-07,8,17,25
"R1F",2022-12-08,11,7,18
"R1F",2022-12-09,8,7,15
"R1F",2022-12-10,10,3,13
"R1F",2022-12-11,3,2,5
"R1F",2022-12-12,3,2,5
"R1F",2022-12-13,7,5,12
"R1F",2022-12-14,9,12,21
"R1F",2022-12-15,14,8,22
"R1F",2022-12-16,9,10,19
"R1F",2022-12-17,12,4,16
"R1F",2022-12-18,7,0,7
"R1F",2022-12-19,5,3,8
"R1F",2022-12-20,4,8,12
"R1F",2022-12-21,12,7,19
"R1F",2022-12-22,12,6,18
"R1F",2022-12-23,14,10,24
"R1F",2022-12-24,16,12,28
"R1F",2022-12-25,8,4,12
"R1F",2022-12-26,2,0,2
"R1F",2022-12-27,6,1,7
"R1F",2022-12-28,12,3,15
"R1F",2022-12-29,6,8,14
"R1F",2022-12-30,13,4,17
"R1F",2022-12-31,21,18,39
"RA2",2022-12-01,84,39,123
"RA2",2022-12-02,74,29,103
"RA2",2022-12-03,92,31,123
"RA2",2022-12-04,67,14,81
"RA2",2022-12-05,49,10,59
"RA2",2022-12-06,40,21,61
"RA2",2022-12-07,63,36,99
"RA2",2022-12-08,66,27,93
"RA2",2022-12-09,59,31,90
"RA2",2022-12-10,71,40,111
"RA2",2022-12-11,50,11,61
"RA2",2022-12-12,31,12,43
"RA2",2022-12-13,49,17,66
"RA2",2022-12-14,52,26,78
"RA2",2022-12-15,55,28,83
"RA2",2022-12-16,59,15,74
"RA2",2022-12-17,62,30,92
"RA2",2022-12-18,71,11,82
"RA2",2022-12-19,24,12,36
"RA2",2022-12-20,43,20,63
"RA2",2022-12-21,52,26,78
"RA2",2022-12-22,52,22,74
"RA2",2022-12-23,56,20,76
"RA2",2022-12-24,84,30,114
"RA2",2022-12-25,60,18,78
"RA2",2022-12-26,23,8,31
"RA2",2022-12-27,24,10,34
"RA2",2022-12-28,39,13,52
"RA2",2022-12-29,36,17,53
"RA2",2022-12-30,53,20,73
"RA2",2022-12-31,49,31,80
"RDU",2022-12-01,35,0,35
"RDU",2022-12-02,36,0,36
"RDU",2022-12-03,14,0,14
"RDU",2022-12-04,6,0,6
"RDU",2022-12-05,14,0,14
"RDU",2022-12-06,38,0,38
"RDU",2022-12-07,39,0,39
"RDU",2022-12-08,29,0,29
"RDU",2022-12-09,33,0,33
"RDU",2022-12-10,29,0,29
"RDU",2022-12-11,12,0,12
"RDU",2022-12-12,21,0,21
"RDU",2022-12-13,41,0,41
"RDU",2022-12-14,39,0,39
"RDU",2022-12-15,35,0,35
"RDU",2022-12-16,40,0,40
"RDU",2022-12-17,9,0,9
"RDU",2022-12-18,4,0,4
"RDU",2022-12-19,9,0,9
"RDU",2022-12-20,13,0,13
"RDU",2022-12-21,14,0,14
"RDU",2022-12-22,11,0,11
"RDU",2022-12-23,50,0,50
"RDU",2022-12-24,50,0,50
"RDU",2022-12-25,7,0,7
"RDU",2022-12-26,7,0,7
"RDU",2022-12-27,16,0,16
"RDU",2022-12-28,18,0,18
"RDU",2022-12-29,33,0,33
"RDU",2022-12-30,50,0,50
"RDU",2022-12-31,17,0,17
"RHM",2022-12-01,262,115,377
"RHM",2022-12-02,249,132,381
"RHM",2022-12-03,140,50,190
"RHM",2022-12-04,89,39,128
"RHM",2022-12-05,231,112,343
"RHM",2022-12-06,244,120,364
"RHM",2022-12-07,254,130,384
"RHM",2022-12-08,244,121,365
"RHM",2022-12-09,237,166,403
"RHM",2022-12-10,109,49,158
"RHM",2022-12-11,81,32,113
"RHM",2022-12-12,217,133,350
"RHM",2022-12-13,246,134,380
"RHM",2022-12-14,256,101,357
"RHM",2022-12-15,213,115,328
"RHM",2022-12-16,240,119,359
"RHM",2022-12-17,92,53,145
"RHM",2022-12-18,65,30,95
"RHM",2022-12-19,211,132,343
"RHM",2022-12-20,274,133,407
"RHM",2022-12-21,262,120,382
"RHM",2022-12-22,275,132,407
"RHM",2022-12-23,320,107,427
"RHM",2022-12-24,103,50,153
"RHM",2022-12-25,44,24,68
"RHM",2022-12-26,38,41,79
"RHM",2022-12-27,40,38,78
"RHM",2022-12-28,233,100,333
"RHM",2022-12-29,238,123,361
"RHM",2022-12-30,248,91,339
"RHM",2022-12-31,68,53,121
"RHU",2022-12-01,66,57,123
"RHU",2022-12-02,87,74,161
"RHU",2022-12-03,66,22,88
"RHU",2022-12-04,46,27,73
"RHU",2022-12-05,69,39,108
"RHU",2022-12-06,84,40,124
"RHU",2022-12-07,74,38,112
"RHU",2022-12-08,64,53,117
"RHU",2022-12-09,93,60,153
"RHU",2022-12-10,53,29,82
"RHU",2022-12-11,38,12,50
"RHU",2022-12-12,82,45,127
"RHU",2022-12-13,73,49,122
"RHU",2022-12-14,83,46,129
"RHU",2022-12-15,72,28,100
"RHU",2022-12-16,85,62,147
"RHU",2022-12-17,70,38,108
"RHU",2022-12-18,34,24,58
"RHU",2022-12-19,55,47,102
"RHU",2022-12-20,91,56,147
"RHU",2022-12-21,98,54,152
"RHU",2022-12-22,81,53,134
"RHU",2022-12-23,90,55,145
"RHU",2022-12-24,68,32,100
"RHU",2022-12-25,28,11,39
"RHU",2022-12-26,39,27,66
"RHU",2022-12-27,52,35,87
"RHU",2022-12-28,69,43,112
"RHU",2022-12-29,88,54,142
"RHU",2022-12-30,98,55,153
"RHU",2022-12-31,49,36,85
"RHW",2022-12-01,65,41,106
"RHW",2022-12-02,79,40,119
"RHW",2022-12-03,72,17,89
"RHW",2022-12-04,38,8,46
"RHW",2022-12-05,55,46,101
"RHW",2022-12-06,79,39,118
"RHW",2022-12-07,68,29,97
"RHW",2022-12-08,53,54,107
"RHW",2022-12-09,74,44,118
"RHW",2022-12-10,39,13,52
"RHW",2022-12-11,18,6,24
"RHW",2022-12-12,51,39,90
"RHW",2022-12-13,75,26,101
"RHW",2022-12-14,53,41,94
"RHW",2022-12-15,65,45,110
"RHW",2022-12-16,86,38,124
"RHW",2022-12-17,40,14,54
"RHW",2022-12-18,33,8,41
"RHW",2022-12-19,50,30,80
"RHW",2022-12-20,66,47,113
"RHW",2022-12-21,70,51,121
"RHW",2022-12-22,57,40,97
"RHW",2022-12-23,82,46,128
"RHW",2022-12-24,63,26,89
"RHW",2022-12-25,30,7,37
"RHW",2022-12-26,52,28,80
"RHW",2022-12-27,54,49,103
"RHW",2022-12-28,66,52,118
"RHW",2022-12-29,62,37,99
"RHW",2022-12-30,87,44,131
"RHW",2022-12-31,65,24,89
"RN5",2022-12-01,46,21,67
"RN5",2022-12-02,45,20,65
"RN5",2022-12-03,33,4,37
"RN5",2022-12-04,24,2,26
"RN5",2022-12-05,19,7,26
"RN5",2022-12-06,31,11,42
"RN5",2022-12-07,41,11,52
"RN5",2022-12-08,29,19,48
"RN5",2022-12-09,31,20,51
"RN5",2022-12-10,36,6,42
"RN5",2022-12-11,14,3,17
"RN5",2022-12-12,16,7,23
"RN5",2022-12-13,34,8,42
"RN5",2022-12-14,25,18,43
"RN5",2022-12-15,36,18,54
"RN5",2022-12-16,29,14,43
"RN5",2022-12-17,22,8,30
"RN5",2022-12-18,12,4,16
"RN5",2022-12-19,15,15,30
"RN5",2022-12-20,34,12,46
"RN5",2022-12-21,43,14,57
"RN5",2022-12-22,39,11,50
"RN5",2022-12-23,61,25,86
"RN5",2022-12-24,28,10,38
"RN5",2022-12-25,11,2,13
"RN5",2022-12-26,23,4,27
"RN5",2022-12-27,15,4,19
"RN5",2022-12-28,31,21,52
"RN5",2022-12-29,30,17,47
"RN5",2022-12-30,49,22,71
"RN5",2022-12-31,27,8,35
"RN7",2022-12-01,54,4,58
"RN7",2022-12-02,37,8,45
"RN7",2022-12-03,35,4,39
"RN7",2022-12-04,20,2,22
"RN7",2022-12-05,29,4,33
"RN7",2022-12-06,32,5,37
"RN7",2022-12-07,33,10,43
"RN7",2022-12-08,37,4,41
"RN7",2022-12-09,53,7,60
"RN7",2022-12-10,26,0,26
"RN7",2022-12-11,61,1,62
"RN7",2022-12-12,39,0,39
"RN7",2022-12-13,35,12,47
"RN7",2022-12-14,50,5,55
"RN7",2022-12-15,40,6,46
"RN7",2022-12-16,40,6,46
"RN7",2022-12-17,28,3,31
"RN7",2022-12-18,12,2,14
"RN7",2022-12-19,41,1,42
"RN7",2022-12-20,48,4,52
"RN7",2022-12-21,44,9,53
"RN7",2022-12-22,55,14,69
"RN7",2022-12-23,53,1,54
"RN7",2022-12-24,26,2,28
"RN7",2022-12-25,16,1,17
"RN7",2022-12-26,14,4,18
"RN7",2022-12-27,14,0,14
"RN7",2022-12-28,37,2,39
"RN7",2022-12-29,48,4,52
"RN7",2022-12-30,48,17,65
"RN7",2022-12-31,23,2,25
"RPA",2022-12-01,41,30,71
"RPA",2022-12-02,47,25,72
"RPA",2022-12-03,20,12,32
"RPA",2022-12-04,16,6,22
"RPA",2022-12-05,32,37,69
"RPA",2022-12-06,37,30,67
"RPA",2022-12-07,35,31,66
"RPA",2022-12-08,46,23,69
"RPA",2022-12-09,32,28,60
"RPA",2022-12-10,38,9,47
"RPA",2022-12-11,10,2,12
"RPA",2022-12-12,19,26,45
"RPA",2022-12-13,22,36,58
"RPA",2022-12-14,38,21,59
"RPA",2022-12-15,28,28,56
"RPA",2022-12-16,34,20,54
"RPA",2022-12-17,33,7,40
"RPA",2022-12-18,15,2,17
"RPA",2022-12-19,37,34,71
"RPA",2022-12-20,37,30,67
"RPA",2022-12-21,39,27,66
"RPA",2022-12-22,44,24,68
"RPA",2022-12-23,46,42,88
"RPA",2022-12-24,30,16,46
"RPA",2022-12-25,10,7,17
"RPA",2022-12-26,17,9,26
"RPA",2022-12-27,17,13,30
"RPA",2022-12-28,16,28,44
"RPA",2022-12-29,50,21,71
"RPA",2022-12-30,37,18,55
"RPA",2022-12-31,30,17,47
"RTH",2022-12-01,100,57,157
"RTH",2022-12-02,89,68,157
"RTH",2022-12-03,73,30,103
"RTH",2022-12-04,47,29,76
"RTH",2022-12-05,58,50,108
"RTH",2022-12-06,72,37,109
"RTH",2022-12-07,77,57,134
"RTH",2022-12-08,79,50,129
"RTH",2022-12-09,86,68,154
"RTH",2022-12-10,66,31,97
"RTH",2022-12-11,40,12,52
"RTH",2022-12-12,68,53,121
"RTH",2022-12-13,74,65,139
"RTH",2022-12-14,93,65,158
"RTH",2022-12-15,85,60,145
"RTH",2022-12-16,69,49,118
"RTH",2022-12-17,69,28,97
"RTH",2022-12-18,39,25,64
"RTH",2022-12-19,73,49,122
"RTH",2022-12-20,80,54,134
"RTH",2022-12-21,88,49,137
"RTH",2022-12-22,75,62,137
"RTH",2022-12-23,89,65,154
"RTH",2022-12-24,76,40,116
"RTH",2022-12-25,36,22,58
"RTH",2022-12-26,38,29,67
"RTH",2022-12-27,45,21,66
"RTH",2022-12-28,49,37,86
"RTH",2022-12-29,72,47,119
"RTH",2022-12-30,95,48,143
"RTH",2022-12-31,57,30,87
"RTK",2022-12-01,10,2,12
"RTK",2022-12-02,5,4,9
"RTK",2022-12-03,4,1,5
"RTK",2022-12-04,1,2,3
"RTK",2022-12-05,1,2,3
"RTK",2022-12-06,2,2,4
"RTK",2022-12-07,5,4,9
"RTK",2022-12-08,6,2,8
"RTK",2022-12-09,8,3,11
"RTK",2022-12-10,6,3,9
"RTK",2022-12-11,6,1,7
"RTK",2022-12-12,4,0,4
"RTK",2022-12-13,4,2,6
"RTK",2022-12-14,4,4,8
"RTK",2022-12-15,1,5,6
"RTK",2022-12-16,6,2,8
"RTK",2022-12-17,4,2,6
"RTK",2022-12-18,6,1,7
"RTK",2022-12-19,1,1,2
"RTK",2022-12-20,3,7,10
"RTK",2022-12-21,1,5,6
"RTK",2022-12-22,10,0,10
"RTK",2022-12-23,6,6,12
"RTK",2022-12-24,3,7,10
"RTK",2022-12-25,6,2,8
"RTK",2022-12-26,0,0,0
"RTK",2022-12-27,4,1,5
"RTK",2022-12-28,0,0,0
"RTK",2022-12-29,4,3,7
"RTK",2022-12-30,0,1,1
"RTK",2022-12-31,8,4,12
"RTP",2022-12-01,36,33,69
"RTP",2022-12-02,43,58,101
"RTP",2022-12-03,37,29,66
"RTP",2022-12-04,22,16,38
"RTP",2022-12-05,34,36,70
"RTP",2022-12-06,46,41,87
"RTP",2022-12-07,38,38,76
"RTP",2022-12-08,44,44,88
"RTP",2022-12-09,31,37,68
"RTP",2022-12-10,28,16,44
"RTP",2022-12-11,32,12,44
"RTP",2022-12-12,28,39,67
"RTP",2022-12-13,38,41,79
"RTP",2022-12-14,30,51,81
"RTP",2022-12-15,30,37,67
"RTP",2022-12-16,44,40,84
"RTP",2022-12-17,48,19,67
"RTP",2022-12-18,15,17,32
"RTP",2022-12-19,40,32,72
"RTP",2022-12-20,42,40,82
"RTP",2022-12-21,44,31,75
"RTP",2022-12-22,47,38,85
"RTP",2022-12-23,50,54,104
"RTP",2022-12-24,37,28,65
"RTP",2022-12-25,22,20,42
"RTP",2022-12-26,25,20,45
"RTP",2022-12-27,26,18,44
"RTP",2022-12-28,39,33,72
"RTP",2022-12-29,56,36,92
"RTP",2022-12-30,48,22,70
"RTP",2022-12-31,31,19,50
"RVV",2022-12-01,53,54,107
"RVV",2022-12-02,65,57,122
"RVV",2022-12-03,46,27,73
"RVV",2022-12-04,52,24,76
"RVV",2022-12-05,43,48,91
"RVV",2022-12-06,55,47,102
"RVV",2022-12-07,67,55,122
"RVV",2022-12-08,57,74,131
"RVV",2022-12-09,50,64,114
"RVV",2022-12-10,34,49,83
"RVV",2022-12-11,24,26,50
"RVV",2022-12-12,40,40,80
"RVV",2022-12-13,65,70,135
"RVV",2022-12-14,56,53,109
"RVV",2022-12-15,65,54,119
"RVV",2022-12-16,55,65,120
"RVV",2022-12-17,47,50,97
"RVV",2022-12-18,38,43,81
"RVV",2022-12-19,52,40,92
"RVV",2022-12-20,65,70,135
"RVV",2022-12-21,68,56,124
"RVV",2022-12-22,56,57,113
"RVV",2022-12-23,62,78,140
"RVV",2022-12-24,58,51,109
"RVV",2022-12-25,25,14,39
"RVV",2022-12-26,19,21,40
"RVV",2022-12-27,26,46,72
"RVV",2022-12-28,51,39,90
"RVV",2022-12-29,76,55,131
"RVV",2022-12-30,60,50,110
"RVV",2022-12-31,52,35,87
"RWF",2022-12-01,40,33,73
"RWF",2022-12-02,51,49,100
"RWF",2022-12-03,31,17,48
"RWF",2022-12-04,17,13,30
"RWF",2022-12-05,38,40,78
"RWF",2022-12-06,61,39,100
"RWF",2022-12-07,56,33,89
"RWF",2022-12-08,42,38,80
"RWF",2022-12-09,51,46,97
"RWF",2022-12-10,32,21,53
"RWF",2022-12-11,16,10,26
"RWF",2022-12-12,34,22,56
"RWF",2022-12-13,49,29,78
"RWF",2022-12-14,69,29,98
"RWF",2022-12-15,39,39,78
"RWF",2022-12-16,40,41,81
"RWF",2022-12-17,27,19,46
"RWF",2022-12-18,24,11,35
"RWF",2022-12-19,30,41,71
"RWF",2022-12-20,40,34,74
"RWF",2022-12-21,57,31,88
"RWF",2022-12-22,44,41,85
"RWF",2022-12-23,51,51,102
"RWF",2022-12-24,34,23,57
"RWF",2022-12-25,22,7,29
"RWF",2022-12-26,12,17,29
"RWF",2022-12-27,21,10,31
"RWF",2022-12-28,38,27,65
"RWF",2022-12-29,50,24,74
"RWF",2022-12-30,44,31,75
"RWF",2022-12-31,24,21,45
"RXC",2022-12-01,56,21,77
"RXC",2022-12-02,67,33,100
"RXC",2022-12-03,38,7,45
"RXC",2022-12-04,29,13,42
"RXC",2022-12-05,44,24,68
"RXC",2022-12-06,60,28,88
"RXC",2022-12-07,51,21,72
"RXC",2022-12-08,58,27,85
"RXC",2022-12-09,39,48,87
"RXC",2022-12-10,47,7,54
"RXC",2022-12-11,18,2,20
"RXC",2022-12-12,44,12,56
"RXC",2022-12-13,52,25,77
"RXC",2022-12-14,59,35,94
"RXC",2022-12-15,52,28,80
"RXC",2022-12-16,44,31,75
"RXC",2022-12-17,41,16,57
"RXC",2022-12-18,14,8,22
"RXC",2022-12-19,67,24,91
"RXC",2022-12-20,48,27,75
"RXC",2022-12-21,48,33,81
"RXC",2022-12-22,76,25,101
"RXC",2022-12-23,69,36,105
"RXC",2022-12-24,64,23,87
"RXC",2022-12-25,12,5,17
"RXC",2022-12-26,12,16,28
"RXC",2022-12-27,32,9,41
"RXC",2022-12-28,55,29,84
"RXC",2022-12-29,75,18,93
"RXC",2022-12-30,62,26,88
"RXC",2022-12-31,42,7,49
"RXQ",2022-12-01,44,69,113
"RXQ",2022-12-02,51,35,86
"RXQ",2022-12-03,53,48,101
"RXQ",2022-12-04,37,18,55
"RXQ",2022-12-05,28,10,38
"RXQ",2022-12-06,46,41,87
"RXQ",2022-12-07,49,50,99
"RXQ",2022-12-08,43,60,103
"RXQ",2022-12-09,35,63,98
"RXQ",2022-12-10,32,60,92
"RXQ",2022-12-11,26,24,50
"RXQ",2022-12-12,39,16,55
"RXQ",2022-12-13,34,27,61
"RXQ",2022-12-14,42,41,83
"RXQ",2022-12-15,40,33,73
"RXQ",2022-12-16,50,53,103
"RXQ",2022-12-17,58,52,110
"RXQ",2022-12-18,31,31,62
"RXQ",2022-12-19,18,90,108
"RXQ",2022-12-20,39,38,77
"RXQ",2022-12-21,56,53,109
"RXQ",2022-12-22,46,59,105
"RXQ",2022-12-23,66,53,119
"RXQ",2022-12-24,67,49,116
"RXQ",2022-12-25,40,17,57
"RXQ",2022-12-26,32,21,53
"RXQ",2022-12-27,26,25,51
"RXQ",2022-12-28,16,12,28
"RXQ",2022-12-29,39,32,71
"RXQ",2022-12-30,39,40,79
"RXQ",2022-12-31,63,40,103
"RYR",2022-12-01,148,100,248
"RYR",2022-12-02,133,131,264
"RYR",2022-12-03,97,43,140
"RYR",2022-12-04,64,24,88
"RYR",2022-12-05,133,110,243
"RYR",2022-12-06,135,114,249
"RYR",2022-12-07,140,128,268
"RYR",2022-12-08,141,113,254
"RYR",2022-12-09,150,157,307
"RYR",2022-12-10,116,36,152
"RYR",2022-12-11,100,28,128
"RYR",2022-12-12,114,90,204
"RYR",2022-12-13,162,120,282
"RYR",2022-12-14,178,114,292
"RYR",2022-12-15,175,90,265
"RYR",2022-12-16,160,122,282
"RYR",2022-12-17,114,43,157
"RYR",2022-12-18,66,31,97
"RYR",2022-12-19,140,102,242
"RYR",2022-12-20,137,119,256
"RYR",2022-12-21,156,110,266
"RYR",2022-12-22,131,105,236
"RYR",2022-12-23,158,153,311
"RYR",2022-12-24,129,71,200
"RYR",2022-12-25,41,23,64
"RYR",2022-12-26,55,26,81
"RYR",2022-12-27,82,26,108
"RYR",2022-12-28,75,94,169
"RYR",2022-12-29,143,102,245
"RYR",2022-12-30,176,127,303
"RYR",2022-12-31,116,53,169
"RA4",2022-12-01,30,19,49
"RA4",2022-12-02,38,19,57
"RA4",2022-12-03,25,19,44
"RA4",2022-12-04,20,4,24
"RA4",2022-12-05,4,0,4
"RA4",2022-12-06,7,7,14
"RA4",2022-12-07,17,5,22
"RA4",2022-12-08,22,14,36
"RA4",2022-12-09,12,6,18
"RA4",2022-12-10,26,23,49
"RA4",2022-12-11,16,7,23
"RA4",2022-12-12,10,3,13
"RA4",2022-12-13,32,22,54
"RA4",2022-12-14,30,13,43
"RA4",2022-12-15,30,15,45
"RA4",2022-12-16,26,27,53
"RA4",2022-12-17,32,26,58
"RA4",2022-12-18,13,2,15
"RA4",2022-12-19,2,3,5
"RA4",2022-12-20,13,22,35
"RA4",2022-12-21,16,22,38
"RA4",2022-12-22,8,5,13
"RA4",2022-12-23,18,9,27
"RA4",2022-12-24,37,32,69
"RA4",2022-12-25,21,3,24
"RA4",2022-12-26,24,3,27
"RA4",2022-12-27,12,0,12
"RA4",2022-12-28,16,3,19
"RA4",2022-12-29,17,23,40
"RA4",2022-12-30,23,27,50
"RA4",2022-12-31,24,32,56
"RA7",2022-12-01,73,41,114
"RA7",2022-12-02,102,55,157
"RA7",2022-12-03,43,10,53
"RA7",2022-12-04,27,9,36
"RA7",2022-12-05,65,60,125
"RA7",2022-12-06,72,48,120
"RA7",2022-12-07,81,45,126
"RA7",2022-12-08,66,28,94
"RA7",2022-12-09,93,52,145
"RA7",2022-12-10,37,23,60
"RA7",2022-12-11,27,10,37
"RA7",2022-12-12,53,36,89
"RA7",2022-12-13,71,37,108
"RA7",2022-12-14,73,57,130
"RA7",2022-12-15,81,32,113
"RA7",2022-12-16,87,37,124
"RA7",2022-12-17,48,13,61
"RA7",2022-12-18,27,9,36
"RA7",2022-12-19,48,48,96
"RA7",2022-12-20,107,31,138
"RA7",2022-12-21,70,62,132
"RA7",2022-12-22,88,43,131
"RA7",2022-12-23,115,62,177
"RA7",2022-12-24,60,29,89
"RA7",2022-12-25,42,4,46
"RA7",2022-12-26,22,15,37
"RA7",2022-12-27,34,10,44
"RA7",2022-12-28,57,45,102
"RA7",2022-12-29,99,30,129
"RA7",2022-12-30,75,43,118
"RA7",2022-12-31,48,18,66
"RA9",2022-12-01,24,15,39
"RA9",2022-12-02,45,15,60
"RA9",2022-12-03,19,18,37
"RA9",2022-12-04,17,6,23
"RA9",2022-12-05,27,22,49
"RA9",2022-12-06,28,15,43
"RA9",2022-12-07,29,21,50
"RA9",2022-12-08,25,25,50
"RA9",2022-12-09,29,18,47
"RA9",2022-12-10,13,5,18
"RA9",2022-12-11,9,5,14
"RA9",2022-12-12,18,20,38
"RA9",2022-12-13,25,21,46
"RA9",2022-12-14,18,20,38
"RA9",2022-12-15,31,18,49
"RA9",2022-12-16,0,0,0
"RA9",2022-12-17,22,11,33
"RA9",2022-12-18,17,5,22
"RA9",2022-12-19,29,18,47
"RA9",2022-12-20,19,16,35
"RA9",2022-12-21,24,18,42
"RA9",2022-12-22,25,14,39
"RA9",2022-12-23,35,21,56
"RA9",2022-12-24,35,21,56
"RA9",2022-12-25,17,4,21
"RA9",2022-12-26,17,8,25
"RA9",2022-12-27,0,0,0
"RA9",2022-12-28,23,19,42
"RA9",2022-12-29,23,15,38
"RA9",2022-12-30,35,15,50
"RA9",2022-12-31,21,8,29
"RH5",2022-12-01,72,15,87
"RH5",2022-12-02,75,23,98
"RH5",2022-12-03,40,13,53
"RH5",2022-12-04,24,7,31
"RH5",2022-12-05,60,25,85
"RH5",2022-12-06,60,26,86
"RH5",2022-12-07,68,19,87
"RH5",2022-12-08,58,20,78
"RH5",2022-12-09,64,25,89
"RH5",2022-12-10,37,11,48
"RH5",2022-12-11,31,10,41
"RH5",2022-12-12,36,19,55
"RH5",2022-12-13,66,20,86
"RH5",2022-12-14,67,22,89
"RH5",2022-12-15,55,15,70
"RH5",2022-12-16,68,22,90
"RH5",2022-12-17,28,6,34
"RH5",2022-12-18,26,8,34
"RH5",2022-12-19,72,22,94
"RH5",2022-12-20,65,23,88
"RH5",2022-12-21,63,25,88
"RH5",2022-12-22,65,24,89
"RH5",2022-12-23,69,27,96
"RH5",2022-12-24,45,20,65
"RH5",2022-12-25,16,3,19
"RH5",2022-12-26,22,4,26
"RH5",2022-12-27,24,6,30
"RH5",2022-12-28,39,28,67
"RH5",2022-12-29,82,14,96
"RH5",2022-12-30,95,20,115
"RH5",2022-12-31,47,9,56
"RBD",2022-12-01,28,19,47
"RBD",2022-12-02,35,19,54
"RBD",2022-12-03,13,2,15
"RBD",2022-12-04,8,4,12
"RBD",2022-12-05,18,13,31
"RBD",2022-12-06,34,20,54
"RBD",2022-12-07,18,21,39
"RBD",2022-12-08,24,7,31
"RBD",2022-12-09,30,13,43
"RBD",2022-12-10,13,8,21
"RBD",2022-12-11,15,4,19
"RBD",2022-12-12,18,17,35
"RBD",2022-12-13,32,10,42
"RBD",2022-12-14,30,11,41
"RBD",2022-12-15,28,11,39
"RBD",2022-12-16,27,15,42
"RBD",2022-12-17,20,3,23
"RBD",2022-12-18,9,2,11
"RBD",2022-12-19,23,18,41
"RBD",2022-12-20,33,13,46
"RBD",2022-12-21,33,19,52
"RBD",2022-12-22,38,10,48
"RBD",2022-12-23,31,15,46
"RBD",2022-12-24,18,5,23
"RBD",2022-12-25,11,1,12
"RBD",2022-12-26,9,0,9
"RBD",2022-12-27,18,4,22
"RBD",2022-12-28,16,16,32
"RBD",2022-12-29,29,17,46
"RBD",2022-12-30,29,15,44
"RBD",2022-12-31,11,6,17
"RD1",2022-12-01,83,32,115
"RD1",2022-12-02,74,45,119
