"hb19_code","date","year","month","specialty","waits_over_18_weeks_count","waits_over_18_weeks_percent"
"S08000021",2015-12-01,2015,"Dec","All Specialties",2187,0.078263670197538
"S08000022",2015-12-01,2015,"Dec","All Specialties",1178,0.216863033873343
"S08000023",2015-12-01,2015,"Dec","All Specialties",956,0.100929054054054
"S08000024",2015-12-01,2015,"Dec","All Specialties",2720,0.17157635778717
"S08000025",2015-12-01,2015,"Dec","All Specialties",25,0.0593824228028503
"S08000026",2015-12-01,2015,"Dec","All Specialties",63,0.11731843575419
"S08000027",2015-12-01,2015,"Dec","All Specialties",1246,0.116036505867014
"S08000028",2015-12-01,2015,"Dec","All Specialties",30,0.075187969924812
"SB0801",2015-12-01,2015,"Dec","All Specialties",0,0
"S08000015",2016-01-01,2016,"Jan","All Specialties",1488,0.23735843037167
"S08000016",2016-01-01,2016,"Jan","All Specialties",232,0.0930232558139537
"S08000017",2016-01-01,2016,"Jan","All Specialties",234,0.095980311730927
"S08000018",2016-01-01,2016,"Jan","All Specialties",620,0.100682039623254
"S08000019",2016-01-01,2016,"Jan","All Specialties",684,0.120698782424563
"S08000020",2016-01-01,2016,"Jan","All Specialties",1400,0.212604403948367
"S08000021",2016-01-01,2016,"Jan","All Specialties",2078,0.0764757838951859
"S08000022",2016-01-01,2016,"Jan","All Specialties",1218,0.226225854383358
"S08000023",2016-01-01,2016,"Jan","All Specialties",1036,0.112012109417234
"S08000024",2016-01-01,2016,"Jan","All Specialties",2443,0.169959649366912
"S08000025",2016-01-01,2016,"Jan","All Specialties",29,0.0679156908665104
"S08000026",2016-01-01,2016,"Jan","All Specialties",46,0.144654088050314
"S08000027",2016-01-01,2016,"Jan","All Specialties",1457,0.134236226276027
"S08000028",2016-01-01,2016,"Jan","All Specialties",46,0.100436681222707
"SB0801",2016-01-01,2016,"Jan","All Specialties",0,0
"S08000015",2016-02-01,2016,"Feb","All Specialties",1806,0.257852655625357
"S08000016",2016-02-01,2016,"Feb","All Specialties",291,0.100068775790922
"S08000017",2016-02-01,2016,"Feb","All Specialties",249,0.100160901045857
"S08000018",2016-02-01,2016,"Feb","All Specialties",726,0.107301211942063
"S08000019",2016-02-01,2016,"Feb","All Specialties",901,0.151149136050998
"S08000020",2016-02-01,2016,"Feb","All Specialties",1538,0.207333513076301
"S08000021",2016-02-01,2016,"Feb","All Specialties",2489,0.0839205637411916
"S08000022",2016-02-01,2016,"Feb","All Specialties",1289,0.219740879645414
"S08000023",2016-02-01,2016,"Feb","All Specialties",1163,0.110519813741328
"S08000024",2016-02-01,2016,"Feb","All Specialties",2647,0.175962241574154
"S08000025",2016-02-01,2016,"Feb","All Specialties",31,0.0691964285714286
"S08000026",2016-02-01,2016,"Feb","All Specialties",45,0.122615803814714
"S08000027",2016-02-01,2016,"Feb","All Specialties",1480,0.128852516106565
"S08000028",2016-02-01,2016,"Feb","All Specialties",49,0.0981963927855712
"SB0801",2016-02-01,2016,"Feb","All Specialties",0,0
"S08000015",2016-03-01,2016,"Mar","All Specialties",1839,0.250101999184007
"S08000016",2016-03-01,2016,"Mar","All Specialties",284,0.080476055539813
"S08000017",2016-03-01,2016,"Mar","All Specialties",248,0.0990415335463258
"S08000018",2016-03-01,2016,"Mar","All Specialties",624,0.0901994796183868
"S08000019",2016-03-01,2016,"Mar","All Specialties",995,0.146151586368978
"S08000020",2016-03-01,2016,"Mar","All Specialties",1449,0.202912757316902
"S08000021",2016-03-01,2016,"Mar","All Specialties",2579,0.084899759686605
"S08000022",2016-03-01,2016,"Mar","All Specialties",1265,0.213250168577208
"S08000023",2016-03-01,2016,"Mar","All Specialties",1297,0.120281925252713
"S08000024",2016-03-01,2016,"Mar","All Specialties",2609,0.169415584415584
"S08000025",2016-03-01,2016,"Mar","All Specialties",34,0.0585197934595524
"S08000026",2016-03-01,2016,"Mar","All Specialties",87,0.169260700389105
"S08000027",2016-03-01,2016,"Mar","All Specialties",1483,0.120119876883201
"S08000028",2016-03-01,2016,"Mar","All Specialties",76,0.116207951070336
"SB0801",2016-03-01,2016,"Mar","All Specialties",0,0
"S08000015",2016-04-01,2016,"Apr","All Specialties",1668,0.258644751124205
"S08000016",2016-04-01,2016,"Apr","All Specialties",314,0.100191448627951
"S08000017",2016-04-01,2016,"Apr","All Specialties",265,0.10528406833532
"S08000018",2016-04-01,2016,"Apr","All Specialties",649,0.0937319468515309
"S08000019",2016-04-01,2016,"Apr","All Specialties",709,0.125022041967907
"S08000020",2016-04-01,2016,"Apr","All Specialties",1445,0.203177727784027
"S08000021",2016-04-01,2016,"Apr","All Specialties",2692,0.0978162130736528
"S08000022",2016-04-01,2016,"Apr","All Specialties",1302,0.220902612826603
"S08000023",2016-04-01,2016,"Apr","All Specialties",1166,0.116460247702757
"S08000024",2016-04-01,2016,"Apr","All Specialties",2688,0.169643420637425
"S08000025",2016-04-01,2016,"Apr","All Specialties",60,0.11090573012939
"S08000026",2016-04-01,2016,"Apr","All Specialties",64,0.15311004784689
"S08000027",2016-04-01,2016,"Apr","All Specialties",1253,0.122399140373156
"S08000028",2016-04-01,2016,"Apr","All Specialties",55,0.121681415929203
"SB0801",2016-04-01,2016,"Apr","All Specialties",0,0
"S08000015",2016-05-01,2016,"May","All Specialties",1686,0.242380678550891
"S08000016",2016-05-01,2016,"May","All Specialties",273,0.079894644424934
"S08000017",2016-05-01,2016,"May","All Specialties",280,0.10233918128655
"S08000018",2016-05-01,2016,"May","All Specialties",575,0.082319255547602
"S08000019",2016-05-01,2016,"May","All Specialties",732,0.115767831725447
"S08000020",2016-05-01,2016,"May","All Specialties",1418,0.198432689616569
"S08000021",2016-05-01,2016,"May","All Specialties",2372,0.0813526768871969
"S08000022",2016-05-01,2016,"May","All Specialties",1350,0.199645075421473
"S08000023",2016-05-01,2016,"May","All Specialties",1212,0.112545268827189
"S08000024",2016-05-01,2016,"May","All Specialties",2703,0.1714013950539
"S08000025",2016-05-01,2016,"May","All Specialties",42,0.053030303030303
"S08000026",2016-05-01,2016,"May","All Specialties",37,0.0766045548654245
"S08000027",2016-05-01,2016,"May","All Specialties",1290,0.110958197144332
"S08000028",2016-05-01,2016,"May","All Specialties",37,0.0622895622895624
"SB0801",2016-05-01,2016,"May","All Specialties",0,0
"S08000015",2016-06-01,2016,"Jun","All Specialties",1914,0.252606572522106
"S08000016",2016-06-01,2016,"Jun","All Specialties",248,0.0786802030456851
"S08000017",2016-06-01,2016,"Jun","All Specialties",268,0.0977032446226758
"S08000018",2016-06-01,2016,"Jun","All Specialties",580,0.083537375774161
"S08000019",2016-06-01,2016,"Jun","All Specialties",874,0.141286776592305
"S08000020",2016-06-01,2016,"Jun","All Specialties",1372,0.195636674746899
"S08000021",2016-06-01,2016,"Jun","All Specialties",2426,0.0803258062379976
"S08000022",2016-06-01,2016,"Jun","All Specialties",1214,0.161953041622198
"S08000023",2016-06-01,2016,"Jun","All Specialties",1150,0.110725977277104
"S08000024",2016-06-01,2016,"Jun","All Specialties",3061,0.187056954289905
"S08000025",2016-06-01,2016,"Jun","All Specialties",61,0.0785070785070784
"S08000026",2016-06-01,2016,"Jun","All Specialties",38,0.0938271604938272
"S08000027",2016-06-01,2016,"Jun","All Specialties",1318,0.111865557630283
"S08000028",2016-06-01,2016,"Jun","All Specialties",31,0.0546737213403879
"SB0801",2016-06-01,2016,"Jun","All Specialties",0,0
"S08000015",2016-07-01,2016,"Jul","All Specialties",1743,0.278256704980843
"S08000016",2016-07-01,2016,"Jul","All Specialties",235,0.0872632751578163
"S08000017",2016-07-01,2016,"Jul","All Specialties",255,0.111402359108781
"S08000018",2016-07-01,2016,"Jul","All Specialties",492,0.0800260247234873
"S08000019",2016-07-01,2016,"Jul","All Specialties",1007,0.190900473933649
"S08000020",2016-07-01,2016,"Jul","All Specialties",1376,0.247660187185025
"S08000021",2016-07-01,2016,"Jul","All Specialties",1872,0.0759339634121607
"S08000022",2016-07-01,2016,"Jul","All Specialties",1044,0.163227016885554
"S08000023",2016-07-01,2016,"Jul","All Specialties",977,0.113183503243744
"S08000024",2016-07-01,2016,"Jul","All Specialties",2197,0.163832960477256
"S08000025",2016-07-01,2016,"Jul","All Specialties",39,0.0561151079136689
"S08000026",2016-07-01,2016,"Jul","All Specialties",61,0.157622739018088
"S08000027",2016-07-01,2016,"Jul","All Specialties",1040,0.11240812797233
"S08000028",2016-07-01,2016,"Jul","All Specialties",32,0.0636182902584495
"SB0801",2016-07-01,2016,"Jul","All Specialties",0,0
"S08000015",2016-08-01,2016,"Aug","All Specialties",1968,0.261597766848332
"S08000016",2016-08-01,2016,"Aug","All Specialties",288,0.0864345738295316
"S08000017",2016-08-01,2016,"Aug","All Specialties",268,0.105015673981191
"S08000018",2016-08-01,2016,"Aug","All Specialties",625,0.0881274675690921
"S08000019",2016-08-01,2016,"Aug","All Specialties",1164,0.173575902177155
"S08000020",2016-08-01,2016,"Aug","All Specialties",1795,0.240423252076078
"S08000021",2016-08-01,2016,"Aug","All Specialties",2980,0.0920918446181896
"S08000022",2016-08-01,2016,"Aug","All Specialties",1344,0.179367409582277
"S08000023",2016-08-01,2016,"Aug","All Specialties",1253,0.113568385751835
"S08000024",2016-08-01,2016,"Aug","All Specialties",2632,0.167515274949083
"S08000025",2016-08-01,2016,"Aug","All Specialties",45,0.0609756097560976
"S08000026",2016-08-01,2016,"Aug","All Specialties",77,0.134380453752182
"S08000027",2016-08-01,2016,"Aug","All Specialties",1706,0.142689862830378
"S08000028",2016-08-01,2016,"Aug","All Specialties",43,0.0745233968804161
"SB0801",2016-08-01,2016,"Aug","All Specialties",0,0
"S08000015",2016-09-01,2016,"Sep","All Specialties",2040,0.276086073893626
"S08000016",2016-09-01,2016,"Sep","All Specialties",261,0.0768777614138441
"S08000017",2016-09-01,2016,"Sep","All Specialties",290,0.106656859139389
"S08000018",2016-09-01,2016,"Sep","All Specialties",615,0.0909090909090909
"S08000019",2016-09-01,2016,"Sep","All Specialties",1218,0.190342240975152
"S08000020",2016-09-01,2016,"Sep","All Specialties",1814,0.253670815270592
"S08000021",2016-09-01,2016,"Sep","All Specialties",2852,0.0960625147360976
"S08000022",2016-09-01,2016,"Sep","All Specialties",1526,0.202306774492907
"S08000023",2016-09-01,2016,"Sep","All Specialties",1251,0.129920033232942
"S08000024",2016-09-01,2016,"Sep","All Specialties",2691,0.189653957290859
"S08000025",2016-09-01,2016,"Sep","All Specialties",38,0.0395010395010397
"S08000026",2016-09-01,2016,"Sep","All Specialties",39,0.105121293800539
"S08000027",2016-09-01,2016,"Sep","All Specialties",1954,0.170729576234163
"S08000028",2016-09-01,2016,"Sep","All Specialties",46,0.0756578947368421
"SB0801",2016-09-01,2016,"Sep","All Specialties",0,0
"S08000015",2016-10-01,2016,"Oct","All Specialties",1905,0.277090909090909
"S08000016",2016-10-01,2016,"Oct","All Specialties",257,0.0901438091897581
"S08000017",2016-10-01,2016,"Oct","All Specialties",218,0.090194455937112
"S08000018",2016-10-01,2016,"Oct","All Specialties",607,0.107149161518094
"S08000019",2016-10-01,2016,"Oct","All Specialties",1137,0.189090304340595
"S08000020",2016-10-01,2016,"Oct","All Specialties",1905,0.287547169811321
"S08000021",2016-10-01,2016,"Oct","All Specialties",2817,0.0998263581275027
"S08000022",2016-10-01,2016,"Oct","All Specialties",1447,0.19705842298788
"S08000023",2016-10-01,2016,"Oct","All Specialties",1226,0.129707998307236
"S08000024",2016-10-01,2016,"Oct","All Specialties",2785,0.197629860913994
"S08000025",2016-10-01,2016,"Oct","All Specialties",36,0.0549618320610687
"S08000026",2016-10-01,2016,"Oct","All Specialties",60,0.163934426229508
"S08000027",2016-10-01,2016,"Oct","All Specialties",1546,0.156493572223909
"S08000028",2016-10-01,2016,"Oct","All Specialties",49,0.104925053533191
"SB0801",2016-10-01,2016,"Oct","All Specialties",0,0
"S08000015",2016-11-01,2016,"Nov","All Specialties",2288,0.283730158730159
"S08000016",2016-11-01,2016,"Nov","All Specialties",307,0.0984921398780879
"S08000017",2016-11-01,2016,"Nov","All Specialties",252,0.0996835443037974
"S08000018",2016-11-01,2016,"Nov","All Specialties",783,0.115248748896085
"S08000019",2016-11-01,2016,"Nov","All Specialties",1295,0.192966770973029
"S08000020",2016-11-01,2016,"Nov","All Specialties",2151,0.273803462321792
"S08000021",2016-11-01,2016,"Nov","All Specialties",3192,0.102898036813771
"S08000022",2016-11-01,2016,"Nov","All Specialties",1676,0.201514969339906
"S08000023",2016-11-01,2016,"Nov","All Specialties",1541,0.144967074317968
"S08000024",2016-11-01,2016,"Nov","All Specialties",3146,0.201266713581985
"S08000025",2016-11-01,2016,"Nov","All Specialties",45,0.0459652706843718
"S08000026",2016-11-01,2016,"Nov","All Specialties",55,0.123595505617977
"S08000027",2016-11-01,2016,"Nov","All Specialties",1969,0.165309377885988
"S08000028",2016-11-01,2016,"Nov","All Specialties",35,0.0565428109854603
"SB0801",2016-11-01,2016,"Nov","All Specialties",0,0
"S08000015",2016-12-01,2016,"Dec","All Specialties",1843,0.278988798062368
"S08000016",2016-12-01,2016,"Dec","All Specialties",246,0.0926902788244161
"S08000017",2016-12-01,2016,"Dec","All Specialties",228,0.105409153952843
"S08000018",2016-12-01,2016,"Dec","All Specialties",619,0.108501314636284
"S08000019",2016-12-01,2016,"Dec","All Specialties",1148,0.203006189213086
"S08000020",2016-12-01,2016,"Dec","All Specialties",1542,0.226265590608951
"S08000021",2016-12-01,2016,"Dec","All Specialties",2551,0.100243634077334
"S08000022",2016-12-01,2016,"Dec","All Specialties",1567,0.225987885780213
"S08000023",2016-12-01,2016,"Dec","All Specialties",1402,0.158956916099773
"S08000024",2016-12-01,2016,"Dec","All Specialties",2614,0.200721799892498
"S08000025",2016-12-01,2016,"Dec","All Specialties",34,0.0623853211009174
"S08000026",2016-12-01,2016,"Dec","All Specialties",25,0.0822368421052632
"S08000027",2016-12-01,2016,"Dec","All Specialties",1633,0.157549445248432
"S08000028",2016-12-01,2016,"Dec","All Specialties",33,0.0607734806629834
"SB0801",2016-12-01,2016,"Dec","All Specialties",0,0
"S08000015",2017-01-01,2017,"Jan","All Specialties",2047,0.281684326407046
"S08000016",2017-01-01,2017,"Jan","All Specialties",304,0.100296931705708
"S08000017",2017-01-01,2017,"Jan","All Specialties",254,0.106902356902357
"S08000018",2017-01-01,2017,"Jan","All Specialties",705,0.117402164862614
"S08000019",2017-01-01,2017,"Jan","All Specialties",1258,0.201119104716227
"S08000020",2017-01-01,2017,"Jan","All Specialties",1688,0.24689191165716
"S08000021",2017-01-01,2017,"Jan","All Specialties",2931,0.102986647926915
"S08000022",2017-01-01,2017,"Jan","All Specialties",1782,0.228989976869699
"S08000023",2017-01-01,2017,"Jan","All Specialties",1785,0.182347532945142
"S08000024",2017-01-01,2017,"Jan","All Specialties",2888,0.207501077741055
"S08000025",2017-01-01,2017,"Jan","All Specialties",29,0.0368020304568527
"S08000026",2017-01-01,2017,"Jan","All Specialties",41,0.125
"S08000027",2017-01-01,2017,"Jan","All Specialties",1878,0.168824163969795
"S08000028",2017-01-01,2017,"Jan","All Specialties",23,0.0488322717622079
"SB0801",2017-01-01,2017,"Jan","All Specialties",0,0
"S08000015",2017-02-01,2017,"Feb","All Specialties",2191,0.287646054877248
"S08000016",2017-02-01,2017,"Feb","All Specialties",280,0.100286532951289
"S08000017",2017-02-01,2017,"Feb","All Specialties",222,0.0959792477302205
"S08000018",2017-02-01,2017,"Feb","All Specialties",697,0.121725462801257
"S08000019",2017-02-01,2017,"Feb","All Specialties",1186,0.196260135694192
"S08000020",2017-02-01,2017,"Feb","All Specialties",1693,0.244900911326486
"S08000021",2017-02-01,2017,"Feb","All Specialties",2886,0.10880301602262
"S08000022",2017-02-01,2017,"Feb","All Specialties",1571,0.216719547523796
"S08000023",2017-02-01,2017,"Feb","All Specialties",1850,0.185333600480865
"S08000024",2017-02-01,2017,"Feb","All Specialties",2763,0.207105914099393
"S08000025",2017-02-01,2017,"Feb","All Specialties",87,0.124820659971306
"S08000026",2017-02-01,2017,"Feb","All Specialties",43,0.127218934911243
"S08000027",2017-02-01,2017,"Feb","All Specialties",1654,0.156273620559335
"S08000028",2017-02-01,2017,"Feb","All Specialties",28,0.051948051948052
"SB0801",2017-02-01,2017,"Feb","All Specialties",0,0
"S08000015",2017-03-01,2017,"Mar","All Specialties",2113,0.264422475284695
"S08000016",2017-03-01,2017,"Mar","All Specialties",333,0.100030039050766
"S08000017",2017-03-01,2017,"Mar","All Specialties",275,0.105162523900574
"S08000018",2017-03-01,2017,"Mar","All Specialties",712,0.109085337827486
"S08000019",2017-03-01,2017,"Mar","All Specialties",1572,0.20632628953931
"S08000020",2017-03-01,2017,"Mar","All Specialties",1936,0.255005268703899
"S08000021",2017-03-01,2017,"Mar","All Specialties",3129,0.103219634492314
"S08000022",2017-03-01,2017,"Mar","All Specialties",1769,0.218448999753025
"S08000023",2017-03-01,2017,"Mar","All Specialties",2636,0.212975680698069
"S08000024",2017-03-01,2017,"Mar","All Specialties",3252,0.209387676260382
"S08000025",2017-03-01,2017,"Mar","All Specialties",45,0.0568181818181815
"S08000026",2017-03-01,2017,"Mar","All Specialties",63,0.157894736842105
"S08000027",2017-03-01,2017,"Mar","All Specialties",1589,0.13265987644014
"S08000028",2017-03-01,2017,"Mar","All Specialties",24,0.0440366972477064
"SB0801",2017-03-01,2017,"Mar","All Specialties",0,0
"S08000015",2017-04-01,2017,"Apr","All Specialties",1434,0.248742411101474
"S08000016",2017-04-01,2017,"Apr","All Specialties",261,0.0995423340961098
"S08000017",2017-04-01,2017,"Apr","All Specialties",250,0.118035882908404
"S08000018",2017-04-01,2017,"Apr","All Specialties",619,0.129012088370154
"S08000019",2017-04-01,2017,"Apr","All Specialties",790,0.14532744665195
"S08000020",2017-04-01,2017,"Apr","All Specialties",1551,0.278556034482759
"S08000021",2017-04-01,2017,"Apr","All Specialties",2486,0.113531534000091
"S08000022",2017-04-01,2017,"Apr","All Specialties",1528,0.225668291242062
"S08000023",2017-04-01,2017,"Apr","All Specialties",1492,0.174605032182563
"S08000024",2017-04-01,2017,"Apr","All Specialties",2674,0.212070743119994
"S08000025",2017-04-01,2017,"Apr","All Specialties",17,0.0264797507788159
"S08000026",2017-04-01,2017,"Apr","All Specialties",59,0.175074183976261
"S08000027",2017-04-01,2017,"Apr","All Specialties",1208,0.128265024421321
"S08000028",2017-04-01,2017,"Apr","All Specialties",20,0.05249343832021
"SB0801",2017-04-01,2017,"Apr","All Specialties",0,0
"S08000015",2017-05-01,2017,"May","All Specialties",1603,0.218899358186535
"S08000016",2017-05-01,2017,"May","All Specialties",298,0.0926041019266626
"S08000017",2017-05-01,2017,"May","All Specialties",244,0.0989858012170386
"S08000018",2017-05-01,2017,"May","All Specialties",737,0.124830623306233
"S08000019",2017-05-01,2017,"May","All Specialties",954,0.130008176614881
"S08000020",2017-05-01,2017,"May","All Specialties",1999,0.280640179699565
"S08000021",2017-05-01,2017,"May","All Specialties",2820,0.101234922458357
"S08000022",2017-05-01,2017,"May","All Specialties",1713,0.200538515570124
"S08000023",2017-05-01,2017,"May","All Specialties",1889,0.179205009012428
"S08000024",2017-05-01,2017,"May","All Specialties",2935,0.189672999870751
"S08000025",2017-05-01,2017,"May","All Specialties",16,0.019753086419753
"S08000026",2017-05-01,2017,"May","All Specialties",120,0.253164556962025
"S08000027",2017-05-01,2017,"May","All Specialties",1347,0.118667958770152
"S08000028",2017-05-01,2017,"May","All Specialties",24,0.0398009950248757
"SB0801",2017-05-01,2017,"May","All Specialties",0,0
"S08000015",2017-06-01,2017,"Jun","All Specialties",1775,0.235692471119373
"S08000016",2017-06-01,2017,"Jun","All Specialties",280,0.0883280757097792
"S08000017",2017-06-01,2017,"Jun","All Specialties",231,0.0970996216897856
"S08000018",2017-06-01,2017,"Jun","All Specialties",889,0.156047042302967
"S08000019",2017-06-01,2017,"Jun","All Specialties",931,0.135595688901835
"S08000020",2017-06-01,2017,"Jun","All Specialties",1660,0.254718428724873
"S08000021",2017-06-01,2017,"Jun","All Specialties",2893,0.104936704269288
"S08000022",2017-06-01,2017,"Jun","All Specialties",1436,0.179927327402581
"S08000023",2017-06-01,2017,"Jun","All Specialties",1785,0.174163333008098
"S08000024",2017-06-01,2017,"Jun","All Specialties",2785,0.189031426050363
"S08000025",2017-06-01,2017,"Jun","All Specialties",18,0.0258249641319943
"S08000026",2017-06-01,2017,"Jun","All Specialties",62,0.153846153846154
"S08000027",2017-06-01,2017,"Jun","All Specialties",1171,0.115825914935707
"S08000028",2017-06-01,2017,"Jun","All Specialties",29,0.051418439716312
"SB0801",2017-06-01,2017,"Jun","All Specialties",0,0
"S08000015",2017-07-01,2017,"Jul","All Specialties",1635,0.256269592476489
"S08000016",2017-07-01,2017,"Jul","All Specialties",249,0.094318181818182
"S08000017",2017-07-01,2017,"Jul","All Specialties",219,0.10087517273146
"S08000018",2017-07-01,2017,"Jul","All Specialties",979,0.19083820662768
"S08000019",2017-07-01,2017,"Jul","All Specialties",768,0.132140399174122
"S08000020",2017-07-01,2017,"Jul","All Specialties",1581,0.285895117540687
"S08000021",2017-07-01,2017,"Jul","All Specialties",2488,0.105935450906923
"S08000022",2017-07-01,2017,"Jul","All Specialties",1720,0.231276052171575
"S08000023",2017-07-01,2017,"Jul","All Specialties",1554,0.177397260273973
"S08000024",2017-07-01,2017,"Jul","All Specialties",2404,0.193294202782021
"S08000025",2017-07-01,2017,"Jul","All Specialties",8,0.0106951871657757
"S08000026",2017-07-01,2017,"Jul","All Specialties",75,0.197368421052632
"S08000027",2017-07-01,2017,"Jul","All Specialties",0,NA
"S08000028",2017-07-01,2017,"Jul","All Specialties",33,0.0715835140997833
"SB0801",2017-07-01,2017,"Jul","All Specialties",0,0
"S08000015",2017-08-01,2017,"Aug","All Specialties",1886,0.263923873495662
"S08000016",2017-08-01,2017,"Aug","All Specialties",410,0.133507000976881
"S08000017",2017-08-01,2017,"Aug","All Specialties",205,0.086424957841484
"S08000018",2017-08-01,2017,"Aug","All Specialties",1068,0.180618975139523
"S08000019",2017-08-01,2017,"Aug","All Specialties",1054,0.152510490522356
"S08000020",2017-08-01,2017,"Aug","All Specialties",2279,0.311211252219036
"S08000021",2017-08-01,2017,"Aug","All Specialties",3135,0.104761904761905
"S08000022",2017-08-01,2017,"Aug","All Specialties",1834,0.226112686475157
"S08000023",2017-08-01,2017,"Aug","All Specialties",2207,0.209154662623199
"S08000024",2017-08-01,2017,"Aug","All Specialties",3058,0.205939793925517
"S08000025",2017-08-01,2017,"Aug","All Specialties",2,0.00288600288600283
"S08000026",2017-08-01,2017,"Aug","All Specialties",112,0.216216216216216
"S08000027",2017-08-01,2017,"Aug","All Specialties",0,NA
"S08000028",2017-08-01,2017,"Aug","All Specialties",40,0.0681431005110731
"SB0801",2017-08-01,2017,"Aug","All Specialties",0,0
"S08000015",2017-09-01,2017,"Sep","All Specialties",1564,0.256730137885752
"S08000016",2017-09-01,2017,"Sep","All Specialties",485,0.160224644862901
"S08000017",2017-09-01,2017,"Sep","All Specialties",249,0.109546854377475
"S08000018",2017-09-01,2017,"Sep","All Specialties",1153,0.185937751975488
"S08000019",2017-09-01,2017,"Sep","All Specialties",1002,0.156196414653157
"S08000020",2017-09-01,2017,"Sep","All Specialties",2095,0.334077499601339
"S08000021",2017-09-01,2017,"Sep","All Specialties",2692,0.101195398842192
"S08000022",2017-09-01,2017,"Sep","All Specialties",1981,0.252775296669644
"S08000023",2017-09-01,2017,"Sep","All Specialties",2459,0.251174668028601
"S08000024",2017-09-01,2017,"Sep","All Specialties",2746,0.214464229928148
"S08000025",2017-09-01,2017,"Sep","All Specialties",16,0.0254777070063696
"S08000026",2017-09-01,2017,"Sep","All Specialties",38,0.109510086455332
"S08000027",2017-09-01,2017,"Sep","All Specialties",0,NA
"S08000028",2017-09-01,2017,"Sep","All Specialties",48,0.0834782608695651
"SB0801",2017-09-01,2017,"Sep","All Specialties",0,0
"S08000015",2017-10-01,2017,"Oct","All Specialties",1770,0.257117954677513
"S08000016",2017-10-01,2017,"Oct","All Specialties",414,0.139393939393939
"S08000017",2017-10-01,2017,"Oct","All Specialties",221,0.105338417540515
"S08000018",2017-10-01,2017,"Oct","All Specialties",1392,0.221938775510204
"S08000019",2017-10-01,2017,"Oct","All Specialties",1141,0.17096194186395
"S08000020",2017-10-01,2017,"Oct","All Specialties",2103,0.345376909180489
"S08000021",2017-10-01,2017,"Oct","All Specialties",2901,0.103121000995308
"S08000022",2017-10-01,2017,"Oct","All Specialties",1721,0.224409962185422
"S08000023",2017-10-01,2017,"Oct","All Specialties",2708,0.240134787620821
"S08000024",2017-10-01,2017,"Oct","All Specialties",3096,0.216533780948384
"S08000025",2017-10-01,2017,"Oct","All Specialties",15,0.0182038834951456
"S08000026",2017-10-01,2017,"Oct","All Specialties",64,0.171581769436997
"S08000027",2017-10-01,2017,"Oct","All Specialties",0,NA
"S08000028",2017-10-01,2017,"Oct","All Specialties",53,0.09347442680776
"SB0801",2017-10-01,2017,"Oct","All Specialties",0,0
"S08000015",2017-11-01,2017,"Nov","All Specialties",1853,0.240243744327758
"S08000016",2017-11-01,2017,"Nov","All Specialties",436,0.138281002220108
"S08000017",2017-11-01,2017,"Nov","All Specialties",294,0.120689655172414
"S08000018",2017-11-01,2017,"Nov","All Specialties",1391,0.205891059798697
"S08000019",2017-11-01,2017,"Nov","All Specialties",1246,0.178535606820461
"S08000020",2017-11-01,2017,"Nov","All Specialties",2937,0.368738229755179
"S08000021",2017-11-01,2017,"Nov","All Specialties",3059,0.100804059843142
"S08000022",2017-11-01,2017,"Nov","All Specialties",1675,0.207096933728981
"S08000023",2017-11-01,2017,"Nov","All Specialties",2451,0.200130644239406
"S08000024",2017-11-01,2017,"Nov","All Specialties",3629,0.238014035547977
"S08000025",2017-11-01,2017,"Nov","All Specialties",41,0.0459641255605381
"S08000026",2017-11-01,2017,"Nov","All Specialties",47,0.0965092402464066
"S08000027",2017-11-01,2017,"Nov","All Specialties",0,NA
"S08000028",2017-11-01,2017,"Nov","All Specialties",61,0.0929878048780488
"SB0801",2017-11-01,2017,"Nov","All Specialties",0,0
"S08000015",2017-12-01,2017,"Dec","All Specialties",1379,0.23160900235136
"S08000016",2017-12-01,2017,"Dec","All Specialties",376,0.137880454712138
"S08000017",2017-12-01,2017,"Dec","All Specialties",248,0.135445111960677
"S08000018",2017-12-01,2017,"Dec","All Specialties",1042,0.202290817317026
"S08000019",2017-12-01,2017,"Dec","All Specialties",822,0.149237472766884
"S08000020",2017-12-01,2017,"Dec","All Specialties",2032,0.324704378395654
"S08000021",2017-12-01,2017,"Dec","All Specialties",2376,0.100418410041841
"S08000022",2017-12-01,2017,"Dec","All Specialties",1459,0.23370174595547
"S08000023",2017-12-01,2017,"Dec","All Specialties",1520,0.163969795037756
"S08000024",2017-12-01,2017,"Dec","All Specialties",2662,0.223603527929441
"S08000025",2017-12-01,2017,"Dec","All Specialties",20,0.0342465753424658
"S08000026",2017-12-01,2017,"Dec","All Specialties",31,0.0974842767295595
"S08000027",2017-12-01,2017,"Dec","All Specialties",0,NA
"S08000028",2017-12-01,2017,"Dec","All Specialties",22,0.0483516483516485
"SB0801",2017-12-01,2017,"Dec","All Specialties",2,0.0161290322580644
"S08000015",2018-01-01,2018,"Jan","All Specialties",1596,0.225934314835787
"S08000016",2018-01-01,2018,"Jan","All Specialties",534,0.172647914645975
"S08000017",2018-01-01,2018,"Jan","All Specialties",279,0.128275862068965
"S08000018",2018-01-01,2018,"Jan","All Specialties",1199,0.200938495056142
"S08000019",2018-01-01,2018,"Jan","All Specialties",1101,0.166565809379728
"S08000020",2018-01-01,2018,"Jan","All Specialties",2564,0.346065595896882
"S08000021",2018-01-01,2018,"Jan","All Specialties",3171,0.112855007473842
