"hb19_code","date","year","month","specialty","waits_over_18_weeks_count","waits_over_18_weeks_percent"
"S08000019",2020-02-01,2020,"Feb","All Specialties",1434,0.272831050228311
"S08000020",2020-02-01,2020,"Feb","All Specialties",2125,0.28758966030586
"S08000022",2020-02-01,2020,"Feb","All Specialties",1507,0.222271386430678
"S08000024",2020-02-01,2020,"Feb","All Specialties",3395,0.289898386132696
"S08000025",2020-02-01,2020,"Feb","All Specialties",64,0.0743321718931476
"S08000026",2020-02-01,2020,"Feb","All Specialties",57,0.123376623376623
"S08000028",2020-02-01,2020,"Feb","All Specialties",44,0.0680061823802164
"S08000029",2020-02-01,2020,"Feb","All Specialties",1150,0.198755617006568
"S08000030",2020-02-01,2020,"Feb","All Specialties",2081,0.29076428671231
"S08000031",2020-02-01,2020,"Feb","All Specialties",5249,0.242414446035191
"S08000032",2020-02-01,2020,"Feb","All Specialties",1215,0.11279242480505
"SB0801",2020-02-01,2020,"Feb","All Specialties",18,0.109090909090909
"S08000015",2020-03-01,2020,"Mar","All Specialties",950,0.178437265214125
"S08000016",2020-03-01,2020,"Mar","All Specialties",200,0.0961076405574243
"S08000017",2020-03-01,2020,"Mar","All Specialties",238,0.140412979351032
"S08000019",2020-03-01,2020,"Mar","All Specialties",1150,0.260357708852162
"S08000020",2020-03-01,2020,"Mar","All Specialties",0,NA
"S08000022",2020-03-01,2020,"Mar","All Specialties",1199,0.231870044478824
"S08000024",2020-03-01,2020,"Mar","All Specialties",2362,0.23624724944989
"S08000025",2020-03-01,2020,"Mar","All Specialties",23,0.0344311377245508
"S08000026",2020-03-01,2020,"Mar","All Specialties",28,0.094915254237288
"S08000028",2020-03-01,2020,"Mar","All Specialties",42,0.0878661087866108
"S08000029",2020-03-01,2020,"Mar","All Specialties",763,0.157028195101873
"S08000030",2020-03-01,2020,"Mar","All Specialties",1505,0.252983694738611
"S08000031",2020-03-01,2020,"Mar","All Specialties",3799,0.211962283099927
"S08000032",2020-03-01,2020,"Mar","All Specialties",814,0.111936193619362
"SB0801",2020-03-01,2020,"Mar","All Specialties",17,0.116438356164383
"S08000015",2020-04-01,2020,"Apr","All Specialties",87,0.0656108597285068
"S08000016",2020-04-01,2020,"Apr","All Specialties",19,0.0407725321888412
"S08000017",2020-04-01,2020,"Apr","All Specialties",39,0.100515463917526
"S08000019",2020-04-01,2020,"Apr","All Specialties",326,0.22237380627558
"S08000020",2020-04-01,2020,"Apr","All Specialties",0,NA
"S08000022",2020-04-01,2020,"Apr","All Specialties",949,0.277485380116959
"S08000024",2020-04-01,2020,"Apr","All Specialties",935,0.209829443447038
"S08000025",2020-04-01,2020,"Apr","All Specialties",7,0.0339805825242717
"S08000026",2020-04-01,2020,"Apr","All Specialties",0,0
"S08000028",2020-04-01,2020,"Apr","All Specialties",7,0.076923076923077
"S08000029",2020-04-01,2020,"Apr","All Specialties",141,0.0988779803646564
"S08000030",2020-04-01,2020,"Apr","All Specialties",710,0.254845656855707
"S08000031",2020-04-01,2020,"Apr","All Specialties",1131,0.19486560992419
"S08000032",2020-04-01,2020,"Apr","All Specialties",95,0.0552004648460198
"SB0801",2020-04-01,2020,"Apr","All Specialties",7,0.0693069306930693
"S08000015",2020-05-01,2020,"May","All Specialties",123,0.0848275862068963
"S08000016",2020-05-01,2020,"May","All Specialties",78,0.0967741935483872
"S08000017",2020-05-01,2020,"May","All Specialties",58,0.096345514950166
"S08000019",2020-05-01,2020,"May","All Specialties",411,0.251529987760098
"S08000020",2020-05-01,2020,"May","All Specialties",0,NA
"S08000022",2020-05-01,2020,"May","All Specialties",855,0.270912547528517
"S08000024",2020-05-01,2020,"May","All Specialties",1217,0.243887775551102
"S08000025",2020-05-01,2020,"May","All Specialties",67,0.190883190883191
"S08000026",2020-05-01,2020,"May","All Specialties",5,0.0471698113207547
"S08000028",2020-05-01,2020,"May","All Specialties",13,0.0680628272251308
"S08000029",2020-05-01,2020,"May","All Specialties",202,0.128253968253968
"S08000030",2020-05-01,2020,"May","All Specialties",835,0.25052505250525
"S08000031",2020-05-01,2020,"May","All Specialties",1372,0.188954689436717
"S08000032",2020-05-01,2020,"May","All Specialties",104,0.0472942246475673
"SB0801",2020-05-01,2020,"May","All Specialties",13,0.127450980392157
"S08000015",2020-06-01,2020,"Jun","All Specialties",476,0.217450890817725
"S08000016",2020-06-01,2020,"Jun","All Specialties",101,0.0988258317025441
"S08000017",2020-06-01,2020,"Jun","All Specialties",101,0.122721749696233
"S08000019",2020-06-01,2020,"Jun","All Specialties",814,0.313438582980362
"S08000020",2020-06-01,2020,"Jun","All Specialties",0,NA
"S08000022",2020-06-01,2020,"Jun","All Specialties",1352,0.356728232189974
"S08000024",2020-06-01,2020,"Jun","All Specialties",1435,0.219050526637155
"S08000025",2020-06-01,2020,"Jun","All Specialties",22,0.0535279805352801
"S08000026",2020-06-01,2020,"Jun","All Specialties",43,0.172
"S08000028",2020-06-01,2020,"Jun","All Specialties",22,0.0964912280701752
"S08000029",2020-06-01,2020,"Jun","All Specialties",485,0.19917864476386
"S08000030",2020-06-01,2020,"Jun","All Specialties",828,0.210472801220132
"S08000031",2020-06-01,2020,"Jun","All Specialties",2343,0.21842080730866
"S08000032",2020-06-01,2020,"Jun","All Specialties",429,0.138476436410587
"SB0801",2020-06-01,2020,"Jun","All Specialties",12,0.126315789473684
"S08000015",2020-07-01,2020,"Jul","All Specialties",725,0.277777777777778
"S08000016",2020-07-01,2020,"Jul","All Specialties",290,0.239076669414674
"S08000017",2020-07-01,2020,"Jul","All Specialties",356,0.33147113594041
"S08000019",2020-07-01,2020,"Jul","All Specialties",925,0.331185105621196
"S08000020",2020-07-01,2020,"Jul","All Specialties",0,NA
"S08000022",2020-07-01,2020,"Jul","All Specialties",1780,0.416764223835167
"S08000024",2020-07-01,2020,"Jul","All Specialties",1884,0.252885906040269
"S08000025",2020-07-01,2020,"Jul","All Specialties",39,0.0831556503198294
"S08000026",2020-07-01,2020,"Jul","All Specialties",70,0.202898550724638
"S08000028",2020-07-01,2020,"Jul","All Specialties",33,0.139830508474576
"S08000029",2020-07-01,2020,"Jul","All Specialties",954,0.308239095315024
"S08000030",2020-07-01,2020,"Jul","All Specialties",1210,0.306872939386254
"S08000031",2020-07-01,2020,"Jul","All Specialties",2841,0.288133874239351
"S08000032",2020-07-01,2020,"Jul","All Specialties",733,0.225677339901478
"SB0801",2020-07-01,2020,"Jul","All Specialties",34,0.257575757575757
"S08000015",2020-08-01,2020,"Aug","All Specialties",1014,0.349775784753363
"S08000016",2020-08-01,2020,"Aug","All Specialties",327,0.264135702746365
"S08000017",2020-08-01,2020,"Aug","All Specialties",467,0.362296353762607
"S08000019",2020-08-01,2020,"Aug","All Specialties",1152,0.382216323822163
"S08000020",2020-08-01,2020,"Aug","All Specialties",0,NA
"S08000022",2020-08-01,2020,"Aug","All Specialties",1789,0.407702825888788
"S08000024",2020-08-01,2020,"Aug","All Specialties",1809,0.260963646855164
"S08000025",2020-08-01,2020,"Aug","All Specialties",98,0.19560878243513
"S08000026",2020-08-01,2020,"Aug","All Specialties",46,0.168498168498168
"S08000028",2020-08-01,2020,"Aug","All Specialties",66,0.250950570342205
"S08000029",2020-08-01,2020,"Aug","All Specialties",1226,0.359320046893318
"S08000030",2020-08-01,2020,"Aug","All Specialties",2034,0.438456563914637
"S08000031",2020-08-01,2020,"Aug","All Specialties",3626,0.312936912056615
"S08000032",2020-08-01,2020,"Aug","All Specialties",1049,0.24503620649381
"SB0801",2020-08-01,2020,"Aug","All Specialties",22,0.174603174603175
"S08000015",2020-09-01,2020,"Sep","All Specialties",1072,0.324848484848485
"S08000016",2020-09-01,2020,"Sep","All Specialties",621,0.343093922651934
"S08000017",2020-09-01,2020,"Sep","All Specialties",674,0.398816568047337
"S08000019",2020-09-01,2020,"Sep","All Specialties",1556,0.387739845502118
"S08000020",2020-09-01,2020,"Sep","All Specialties",0,NA
"S08000022",2020-09-01,2020,"Sep","All Specialties",1933,0.366932422171602
"S08000024",2020-09-01,2020,"Sep","All Specialties",1914,0.247606727037516
"S08000025",2020-09-01,2020,"Sep","All Specialties",66,0.112820512820513
"S08000026",2020-09-01,2020,"Sep","All Specialties",50,0.166112956810631
"S08000028",2020-09-01,2020,"Sep","All Specialties",66,0.180821917808219
"S08000029",2020-09-01,2020,"Sep","All Specialties",1697,0.402609727164887
"S08000030",2020-09-01,2020,"Sep","All Specialties",2054,0.363346895453741
"S08000031",2020-09-01,2020,"Sep","All Specialties",4011,0.288852081232896
"S08000032",2020-09-01,2020,"Sep","All Specialties",1482,0.300303951367781
"SB0801",2020-09-01,2020,"Sep","All Specialties",23,0.19327731092437
"S08000015",2020-10-01,2020,"Oct","All Specialties",1078,0.295180722891566
"S08000016",2020-10-01,2020,"Oct","All Specialties",361,0.229936305732484
"S08000017",2020-10-01,2020,"Oct","All Specialties",524,0.3062536528346
"S08000019",2020-10-01,2020,"Oct","All Specialties",1200,0.32353734160151
"S08000020",2020-10-01,2020,"Oct","All Specialties",0,NA
"S08000022",2020-10-01,2020,"Oct","All Specialties",1664,0.327817178881009
"S08000024",2020-10-01,2020,"Oct","All Specialties",2110,0.2602689034168
"S08000025",2020-10-01,2020,"Oct","All Specialties",66,0.105263157894737
"S08000026",2020-10-01,2020,"Oct","All Specialties",41,0.119533527696793
"S08000028",2020-10-01,2020,"Oct","All Specialties",121,0.303258145363409
"S08000029",2020-10-01,2020,"Oct","All Specialties",1525,0.348890414092885
"S08000030",2020-10-01,2020,"Oct","All Specialties",1625,0.308641975308642
"S08000031",2020-10-01,2020,"Oct","All Specialties",3987,0.285009650439631
"S08000032",2020-10-01,2020,"Oct","All Specialties",2016,0.301796407185629
"SB0801",2020-10-01,2020,"Oct","All Specialties",27,0.206106870229008
"S08000015",2020-11-01,2020,"Nov","All Specialties",1179,0.306392931392931
"S08000016",2020-11-01,2020,"Nov","All Specialties",399,0.235955056179775
"S08000017",2020-11-01,2020,"Nov","All Specialties",478,0.272986864648772
"S08000019",2020-11-01,2020,"Nov","All Specialties",1245,0.291979362101313
"S08000020",2020-11-01,2020,"Nov","All Specialties",0,NA
"S08000022",2020-11-01,2020,"Nov","All Specialties",1603,0.293106600841104
"S08000024",2020-11-01,2020,"Nov","All Specialties",2402,0.259143381163016
"S08000025",2020-11-01,2020,"Nov","All Specialties",59,0.102076124567474
"S08000026",2020-11-01,2020,"Nov","All Specialties",64,0.176308539944904
"S08000028",2020-11-01,2020,"Nov","All Specialties",59,0.169054441260745
"S08000029",2020-11-01,2020,"Nov","All Specialties",1495,0.329876434245366
"S08000030",2020-11-01,2020,"Nov","All Specialties",1834,0.304095506549494
"S08000031",2020-11-01,2020,"Nov","All Specialties",3875,0.255657452002375
"S08000032",2020-11-01,2020,"Nov","All Specialties",2746,0.334796391124116
"SB0801",2020-11-01,2020,"Nov","All Specialties",18,0.122448979591837
"S08000015",2020-12-01,2020,"Dec","All Specialties",1010,0.289481226712525
"S08000016",2020-12-01,2020,"Dec","All Specialties",325,0.227910238429172
"S08000017",2020-12-01,2020,"Dec","All Specialties",402,0.239713774597496
"S08000019",2020-12-01,2020,"Dec","All Specialties",970,0.259288960171077
"S08000020",2020-12-01,2020,"Dec","All Specialties",0,NA
"S08000022",2020-12-01,2020,"Dec","All Specialties",1341,0.269764634882317
"S08000024",2020-12-01,2020,"Dec","All Specialties",2091,0.24839629365645
"S08000025",2020-12-01,2020,"Dec","All Specialties",39,0.0631067961165048
"S08000026",2020-12-01,2020,"Dec","All Specialties",42,0.116666666666667
"S08000028",2020-12-01,2020,"Dec","All Specialties",44,0.122905027932961
"S08000029",2020-12-01,2020,"Dec","All Specialties",1192,0.290731707317073
"S08000030",2020-12-01,2020,"Dec","All Specialties",1425,0.258949663819735
"S08000031",2020-12-01,2020,"Dec","All Specialties",2765,0.205469272497585
"S08000032",2020-12-01,2020,"Dec","All Specialties",3053,0.366462609530669
"SB0801",2020-12-01,2020,"Dec","All Specialties",16,0.119402985074627
"S08000015",2021-01-01,2021,"Jan","All Specialties",867,0.255
"S08000016",2021-01-01,2021,"Jan","All Specialties",440,0.279010779961953
"S08000017",2021-01-01,2021,"Jan","All Specialties",108,0.11587982832618
"S08000019",2021-01-01,2021,"Jan","All Specialties",831,0.247100802854594
"S08000020",2021-01-01,2021,"Jan","All Specialties",0,NA
"S08000022",2021-01-01,2021,"Jan","All Specialties",1263,0.284459459459459
"S08000024",2021-01-01,2021,"Jan","All Specialties",1968,0.228730822873082
"S08000025",2021-01-01,2021,"Jan","All Specialties",59,0.0986622073578596
"S08000026",2021-01-01,2021,"Jan","All Specialties",19,0.0826086956521741
"S08000028",2021-01-01,2021,"Jan","All Specialties",119,0.258134490238612
"S08000029",2021-01-01,2021,"Jan","All Specialties",879,0.263173652694611
"S08000030",2021-01-01,2021,"Jan","All Specialties",1112,0.234599156118143
"S08000031",2021-01-01,2021,"Jan","All Specialties",2552,0.190490408300366
"S08000032",2021-01-01,2021,"Jan","All Specialties",2163,0.297892852224212
"SB0801",2021-01-01,2021,"Jan","All Specialties",10,0.0826446280991736
"S08000015",2021-02-01,2021,"Feb","All Specialties",870,0.281827016520894
"S08000016",2021-02-01,2021,"Feb","All Specialties",363,0.241838774150566
"S08000017",2021-02-01,2021,"Feb","All Specialties",176,0.163720930232558
"S08000019",2021-02-01,2021,"Feb","All Specialties",879,0.290963257199603
"S08000020",2021-02-01,2021,"Feb","All Specialties",0,NA
"S08000022",2021-02-01,2021,"Feb","All Specialties",1286,0.274786324786325
"S08000024",2021-02-01,2021,"Feb","All Specialties",1984,0.244365069589851
"S08000025",2021-02-01,2021,"Feb","All Specialties",71,0.101283880171184
"S08000026",2021-02-01,2021,"Feb","All Specialties",106,0.252983293556086
"S08000028",2021-02-01,2021,"Feb","All Specialties",34,0.1
"S08000029",2021-02-01,2021,"Feb","All Specialties",800,0.263765248928454
"S08000030",2021-02-01,2021,"Feb","All Specialties",1193,0.227845683728037
"S08000031",2021-02-01,2021,"Feb","All Specialties",2861,0.210770590835421
"S08000032",2021-02-01,2021,"Feb","All Specialties",2480,0.224190923883565
"SB0801",2021-02-01,2021,"Feb","All Specialties",10,0.081967213114754
"S08000015",2021-03-01,2021,"Mar","All Specialties",1419,0.318948078219825
"S08000016",2021-03-01,2021,"Mar","All Specialties",464,0.255506607929516
"S08000017",2021-03-01,2021,"Mar","All Specialties",496,0.267963263101026
"S08000019",2021-03-01,2021,"Mar","All Specialties",1499,0.317383019267415
"S08000020",2021-03-01,2021,"Mar","All Specialties",0,NA
"S08000022",2021-03-01,2021,"Mar","All Specialties",1380,0.252839868083547
"S08000024",2021-03-01,2021,"Mar","All Specialties",1557,0.180312680949624
"S08000025",2021-03-01,2021,"Mar","All Specialties",78,0.0930787589498808
"S08000026",2021-03-01,2021,"Mar","All Specialties",52,0.135770234986945
"S08000028",2021-03-01,2021,"Mar","All Specialties",77,0.182897862232779
"S08000029",2021-03-01,2021,"Mar","All Specialties",914,0.275716440422323
"S08000030",2021-03-01,2021,"Mar","All Specialties",1503,0.232734592753174
"S08000031",2021-03-01,2021,"Mar","All Specialties",3624,0.217201078813305
"S08000032",2021-03-01,2021,"Mar","All Specialties",3711,0.27785265049416
"SB0801",2021-03-01,2021,"Mar","All Specialties",15,0.110294117647059
"S08000015",2021-04-01,2021,"Apr","All Specialties",1282,0.299532710280374
"S08000016",2021-04-01,2021,"Apr","All Specialties",371,0.232456140350877
"S08000017",2021-04-01,2021,"Apr","All Specialties",503,0.282902137232846
"S08000019",2021-04-01,2021,"Apr","All Specialties",1313,0.334011701857034
"S08000020",2021-04-01,2021,"Apr","All Specialties",0,NA
"S08000022",2021-04-01,2021,"Apr","All Specialties",1436,0.257624686042339
"S08000024",2021-04-01,2021,"Apr","All Specialties",1641,0.197235576923077
"S08000025",2021-04-01,2021,"Apr","All Specialties",59,0.0802721088435373
"S08000026",2021-04-01,2021,"Apr","All Specialties",48,0.11566265060241
"S08000028",2021-04-01,2021,"Apr","All Specialties",95,0.183397683397683
"S08000029",2021-04-01,2021,"Apr","All Specialties",1311,0.308108108108108
"S08000030",2021-04-01,2021,"Apr","All Specialties",1419,0.230245010546812
"S08000031",2021-04-01,2021,"Apr","All Specialties",3103,0.21108843537415
"S08000032",2021-04-01,2021,"Apr","All Specialties",2246,0.295137976346912
"SB0801",2021-04-01,2021,"Apr","All Specialties",15,0.129310344827586
"S08000015",2021-05-01,2021,"May","All Specialties",1849,0.387063010257484
"S08000016",2021-05-01,2021,"May","All Specialties",327,0.18696397941681
"S08000017",2021-05-01,2021,"May","All Specialties",556,0.293248945147679
"S08000019",2021-05-01,2021,"May","All Specialties",1321,0.290074659639877
"S08000020",2021-05-01,2021,"May","All Specialties",0,NA
"S08000022",2021-05-01,2021,"May","All Specialties",1590,0.273524858076725
"S08000024",2021-05-01,2021,"May","All Specialties",1618,0.187507243017731
"S08000025",2021-05-01,2021,"May","All Specialties",52,0.0648379052369076
"S08000026",2021-05-01,2021,"May","All Specialties",58,0.152631578947368
"S08000028",2021-05-01,2021,"May","All Specialties",89,0.182377049180328
"S08000029",2021-05-01,2021,"May","All Specialties",1545,0.34098433016994
"S08000030",2021-05-01,2021,"May","All Specialties",1408,0.20949263502455
"S08000031",2021-05-01,2021,"May","All Specialties",3111,0.206875914350312
"S08000032",2021-05-01,2021,"May","All Specialties",2860,0.308090057093612
"SB0801",2021-05-01,2021,"May","All Specialties",11,0.0797101449275363
"S08000015",2021-06-01,2021,"Jun","All Specialties",1877,0.34478324761205
"S08000016",2021-06-01,2021,"Jun","All Specialties",381,0.205280172413793
"S08000017",2021-06-01,2021,"Jun","All Specialties",557,0.275742574257426
"S08000019",2021-06-01,2021,"Jun","All Specialties",1389,0.295469049138481
"S08000020",2021-06-01,2021,"Jun","All Specialties",0,NA
"S08000022",2021-06-01,2021,"Jun","All Specialties",1664,0.276366052150805
"S08000024",2021-06-01,2021,"Jun","All Specialties",1657,0.184397952370354
"S08000025",2021-06-01,2021,"Jun","All Specialties",45,0.0515463917525775
"S08000026",2021-06-01,2021,"Jun","All Specialties",84,0.191780821917808
"S08000028",2021-06-01,2021,"Jun","All Specialties",95,0.159395973154362
"S08000029",2021-06-01,2021,"Jun","All Specialties",1594,0.312610315748186
"S08000030",2021-06-01,2021,"Jun","All Specialties",1625,0.223490579012515
"S08000031",2021-06-01,2021,"Jun","All Specialties",3324,0.197927831368346
"S08000032",2021-06-01,2021,"Jun","All Specialties",3350,0.317836812144213
"SB0801",2021-06-01,2021,"Jun","All Specialties",9,0.0671641791044776
"S08000015",2021-07-01,2021,"Jul","All Specialties",1579,0.346347883307743
"S08000016",2021-07-01,2021,"Jul","All Specialties",352,0.216748768472906
"S08000017",2021-07-01,2021,"Jul","All Specialties",417,0.229499174463401
"S08000019",2021-07-01,2021,"Jul","All Specialties",1154,0.273524531879592
"S08000020",2021-07-01,2021,"Jul","All Specialties",0,NA
"S08000022",2021-07-01,2021,"Jul","All Specialties",1567,0.282903051092255
"S08000024",2021-07-01,2021,"Jul","All Specialties",1471,0.18124691966486
"S08000025",2021-07-01,2021,"Jul","All Specialties",93,0.105203619909502
"S08000026",2021-07-01,2021,"Jul","All Specialties",50,0.141643059490085
"S08000028",2021-07-01,2021,"Jul","All Specialties",72,0.136105860113422
"S08000029",2021-07-01,2021,"Jul","All Specialties",1215,0.275322909585316
"S08000030",2021-07-01,2021,"Jul","All Specialties",1219,0.208340454623141
"S08000031",2021-07-01,2021,"Jul","All Specialties",2876,0.201555820309762
"S08000032",2021-07-01,2021,"Jul","All Specialties",3029,0.331981587023235
"SB0801",2021-07-01,2021,"Jul","All Specialties",10,0.0892857142857144
"S08000015",2021-08-01,2021,"Aug","All Specialties",1847,0.368001593943017
"S08000016",2021-08-01,2021,"Aug","All Specialties",384,0.220057306590258
"S08000017",2021-08-01,2021,"Aug","All Specialties",471,0.260077305356157
"S08000019",2021-08-01,2021,"Aug","All Specialties",1371,0.286580267558529
"S08000020",2021-08-01,2021,"Aug","All Specialties",0,NA
"S08000022",2021-08-01,2021,"Aug","All Specialties",1495,0.258293020041465
"S08000024",2021-08-01,2021,"Aug","All Specialties",1783,0.196994807203624
"S08000025",2021-08-01,2021,"Aug","All Specialties",64,0.079503105590062
"S08000026",2021-08-01,2021,"Aug","All Specialties",39,0.1015625
"S08000028",2021-08-01,2021,"Aug","All Specialties",75,0.145631067961165
"S08000029",2021-08-01,2021,"Aug","All Specialties",1328,0.278231720092185
"S08000030",2021-08-01,2021,"Aug","All Specialties",1218,0.183378500451671
"S08000031",2021-08-01,2021,"Aug","All Specialties",3401,0.212482818942896
"S08000032",2021-08-01,2021,"Aug","All Specialties",2556,0.276953082674179
"SB0801",2021-08-01,2021,"Aug","All Specialties",11,0.0982142857142856
"S08000015",2021-09-01,2021,"Sep","All Specialties",1727,0.358670820353063
"S08000016",2021-09-01,2021,"Sep","All Specialties",341,0.181576144834931
"S08000017",2021-09-01,2021,"Sep","All Specialties",489,0.233301526717557
"S08000019",2021-09-01,2021,"Sep","All Specialties",1503,0.315623687526249
"S08000020",2021-09-01,2021,"Sep","All Specialties",0,NA
"S08000022",2021-09-01,2021,"Sep","All Specialties",1619,0.271280160857909
"S08000024",2021-09-01,2021,"Sep","All Specialties",1812,0.205745429771772
"S08000025",2021-09-01,2021,"Sep","All Specialties",79,0.101152368758003
"S08000026",2021-09-01,2021,"Sep","All Specialties",91,0.217183770883055
"S08000028",2021-09-01,2021,"Sep","All Specialties",74,0.135779816513761
"S08000029",2021-09-01,2021,"Sep","All Specialties",1482,0.302819779321618
"S08000030",2021-09-01,2021,"Sep","All Specialties",1674,0.219454640797063
"S08000031",2021-09-01,2021,"Sep","All Specialties",3392,0.218472240113358
"S08000032",2021-09-01,2021,"Sep","All Specialties",2307,0.258082559570422
"SB0801",2021-09-01,2021,"Sep","All Specialties",9,0.064748201438849
"S08000015",2021-10-01,2021,"Oct","All Specialties",1719,0.360982780344393
"S08000016",2021-10-01,2021,"Oct","All Specialties",356,0.232831916285154
"S08000017",2021-10-01,2021,"Oct","All Specialties",408,0.241992882562278
"S08000019",2021-10-01,2021,"Oct","All Specialties",1353,0.295996499671844
"S08000020",2021-10-01,2021,"Oct","All Specialties",0,NA
"S08000022",2021-10-01,2021,"Oct","All Specialties",1395,0.26271186440678
"S08000024",2021-10-01,2021,"Oct","All Specialties",1722,0.199860724233983
"S08000025",2021-10-01,2021,"Oct","All Specialties",45,0.0690184049079755
"S08000026",2021-10-01,2021,"Oct","All Specialties",55,0.138190954773869
"S08000028",2021-10-01,2021,"Oct","All Specialties",54,0.104247104247104
"S08000029",2021-10-01,2021,"Oct","All Specialties",1204,0.289701636188643
"S08000030",2021-10-01,2021,"Oct","All Specialties",1837,0.282571912013536
"S08000031",2021-10-01,2021,"Oct","All Specialties",3492,0.231903307212113
"S08000032",2021-10-01,2021,"Oct","All Specialties",2193,0.238188334962528
"SB0801",2021-10-01,2021,"Oct","All Specialties",8,0.065040650406504
"S08000015",2021-11-01,2021,"Nov","All Specialties",2166,0.365322988699612
"S08000016",2021-11-01,2021,"Nov","All Specialties",598,0.283681214421252
"S08000017",2021-11-01,2021,"Nov","All Specialties",413,0.210178117048346
"S08000019",2021-11-01,2021,"Nov","All Specialties",1677,0.316415094339623
"S08000020",2021-11-01,2021,"Nov","All Specialties",0,NA
"S08000022",2021-11-01,2021,"Nov","All Specialties",2352,0.342059336823735
"S08000024",2021-11-01,2021,"Nov","All Specialties",2392,0.229140722291407
"S08000025",2021-11-01,2021,"Nov","All Specialties",148,0.18546365914787
"S08000026",2021-11-01,2021,"Nov","All Specialties",55,0.145502645502645
"S08000028",2021-11-01,2021,"Nov","All Specialties",70,0.127504553734062
"S08000029",2021-11-01,2021,"Nov","All Specialties",1534,0.299550868970904
"S08000030",2021-11-01,2021,"Nov","All Specialties",2208,0.286381322957198
"S08000031",2021-11-01,2021,"Nov","All Specialties",4560,0.252156602521566
"S08000032",2021-11-01,2021,"Nov","All Specialties",2387,0.223753280839895
"SB0801",2021-11-01,2021,"Nov","All Specialties",15,0.107142857142857
"S08000015",2021-12-01,2021,"Dec","All Specialties",1532,0.323684766532854
"S08000016",2021-12-01,2021,"Dec","All Specialties",437,0.247451868629672
"S08000017",2021-12-01,2021,"Dec","All Specialties",347,0.235893949694086
"S08000019",2021-12-01,2021,"Dec","All Specialties",1407,0.298472634705134
"S08000020",2021-12-01,2021,"Dec","All Specialties",0,NA
"S08000022",2021-12-01,2021,"Dec","All Specialties",1639,0.31165620840464
"S08000024",2021-12-01,2021,"Dec","All Specialties",1974,0.227524204702628
"S08000025",2021-12-01,2021,"Dec","All Specialties",54,0.0869565217391305
"S08000026",2021-12-01,2021,"Dec","All Specialties",28,0.094915254237288
"S08000028",2021-12-01,2021,"Dec","All Specialties",28,0.0665083135391924
"S08000029",2021-12-01,2021,"Dec","All Specialties",1162,0.271052017728015
"S08000030",2021-12-01,2021,"Dec","All Specialties",1365,0.2088113813676
"S08000031",2021-12-01,2021,"Dec","All Specialties",3922,0.249506966091991
"S08000032",2021-12-01,2021,"Dec","All Specialties",1908,0.230406955681681
"SB0801",2021-12-01,2021,"Dec","All Specialties",13,0.10655737704918
"S08000015",2022-01-01,2022,"Jan","All Specialties",815,0.254052369077307
"S08000016",2022-01-01,2022,"Jan","All Specialties",462,0.278648974668275
"S08000017",2022-01-01,2022,"Jan","All Specialties",378,0.225806451612903
"S08000019",2022-01-01,2022,"Jan","All Specialties",1501,0.308974886784685
"S08000020",2022-01-01,2022,"Jan","All Specialties",0,NA
"S08000022",2022-01-01,2022,"Jan","All Specialties",1754,0.321598826549322
"S08000024",2022-01-01,2022,"Jan","All Specialties",2022,0.231456043956044
"S08000025",2022-01-01,2022,"Jan","All Specialties",127,0.160963244613435
"S08000026",2022-01-01,2022,"Jan","All Specialties",141,0.311258278145695
"S08000028",2022-01-01,2022,"Jan","All Specialties",38,0.0844444444444444
"S08000029",2022-01-01,2022,"Jan","All Specialties",725,0.2265625
"S08000030",2022-01-01,2022,"Jan","All Specialties",1581,0.246684350132626
"S08000031",2022-01-01,2022,"Jan","All Specialties",4236,0.27969626939584
"S08000032",2022-01-01,2022,"Jan","All Specialties",1946,0.227735517846694
"SB0801",2022-01-01,2022,"Jan","All Specialties",9,0.0714285714285714
"S08000015",2022-02-01,2022,"Feb","All Specialties",1699,0.348227095716335
"S08000016",2022-02-01,2022,"Feb","All Specialties",621,0.348094170403587
"S08000017",2022-02-01,2022,"Feb","All Specialties",442,0.258479532163743
"S08000019",2022-02-01,2022,"Feb","All Specialties",1601,0.319816220535358
"S08000020",2022-02-01,2022,"Feb","All Specialties",0,NA
"S08000022",2022-02-01,2022,"Feb","All Specialties",1956,0.347239481626132
"S08000024",2022-02-01,2022,"Feb","All Specialties",2110,0.242111302352266
"S08000025",2022-02-01,2022,"Feb","All Specialties",52,0.0822784810126582
"S08000026",2022-02-01,2022,"Feb","All Specialties",82,0.189814814814815
"S08000028",2022-02-01,2022,"Feb","All Specialties",53,0.13022113022113
"S08000029",2022-02-01,2022,"Feb","All Specialties",1250,0.28558373315056
"S08000030",2022-02-01,2022,"Feb","All Specialties",1805,0.272452830188679
"S08000031",2022-02-01,2022,"Feb","All Specialties",4077,0.261178731582319
"S08000032",2022-02-01,2022,"Feb","All Specialties",1986,0.230047492181165
"SB0801",2022-02-01,2022,"Feb","All Specialties",9,0.073170731707317
"S08000015",2022-03-01,2022,"Mar","All Specialties",2055,0.356337783943125
"S08000016",2022-03-01,2022,"Mar","All Specialties",848,0.344295574502639
"S08000017",2022-03-01,2022,"Mar","All Specialties",518,0.274364406779661
"S08000019",2022-03-01,2022,"Mar","All Specialties",1582,0.302717183314198
"S08000020",2022-03-01,2022,"Mar","All Specialties",0,NA
